"Date","VKOSPI_Close","VKOSPI_Change"
2008-09-22,35.23,-0.98
2008-09-23,34.92,-0.88
2008-09-24,34.28,-1.83
2008-09-25,33.69,-1.72
2008-09-26,34.11,1.25
2008-09-29,35.14,3.02
2008-09-30,36.78,4.67
2008-10-01,34.01,-7.53
2008-10-02,36.08,6.09
2008-10-06,39.34,9.04
2008-10-07,40.56,3.1
2008-10-08,50.64,24.85
2008-10-09,47.52,-6.16
2008-10-10,62.73,32.01
2008-10-13,54.81,-12.63
2008-10-14,48.87,-10.84
2008-10-15,49.62,1.53
2008-10-16,72.62,46.35
2008-10-17,72.33,-0.4
2008-10-20,64.29,-11.12
2008-10-21,55.73,-13.31
2008-10-22,61.17,9.76
2008-10-23,68.63,12.2
2008-10-24,77.12,12.37
2008-10-27,84.43,9.48
2008-10-28,70.51,-16.49
2008-10-29,89.3,26.65
2008-10-30,83.57,-6.42
2008-10-31,81.27,-2.75
2008-11-03,76.46,-5.92
2008-11-04,65.08,-14.88
2008-11-05,59.72,-8.24
2008-11-06,70.15,17.46
2008-11-07,69.5,-0.93
2008-11-10,66.96,-3.65
2008-11-11,70.45,5.21
2008-11-12,68.8,-2.34
2008-11-13,81.04,17.79
2008-11-14,73.12,-9.77
2008-11-17,73.75,0.86
2008-11-18,73,-1.02
2008-11-19,75.75,3.77
2008-11-20,84.39,11.41
2008-11-21,74.03,-12.28
2008-11-24,74.08,0.07
2008-11-25,68.34,-7.75
2008-11-26,64.74,-5.27
2008-11-27,58.74,-9.27
2008-11-28,57.79,-1.62
2008-12-01,57.58,-0.36
2008-12-02,59.36,3.09
2008-12-03,56.48,-4.85
2008-12-04,58,2.69
2008-12-05,56.7,-2.24
2008-12-08,57.35,1.15
2008-12-09,56.65,-1.22
2008-12-10,54.4,-3.97
2008-12-11,57.37,5.46
2008-12-12,64.79,12.93
2008-12-15,64.44,-0.54
2008-12-16,64.58,0.22
2008-12-17,61.87,-4.2
2008-12-18,58.18,-5.96
2008-12-19,54.81,-5.79
2008-12-22,52.92,-3.45
2008-12-23,51.56,-2.57
2008-12-24,50.07,-2.89
2008-12-26,48.85,-2.44
2008-12-29,47.96,-1.82
2008-12-30,48.61,1.36
2009-01-02,47.88,-1.5
2009-01-05,47.7,-0.38
2009-01-06,44.62,-6.46
2009-01-07,42.53,-4.68
2009-01-08,46.65,9.69
2009-01-09,44.5,-4.61
2009-01-12,45.95,3.26
2009-01-13,45.26,-1.5
2009-01-14,43.43,-4.04
2009-01-15,51.92,19.55
2009-01-16,48.71,-6.18
2009-01-19,46.63,-4.27
2009-01-20,50.81,8.96
2009-01-21,53.17,4.64
2009-01-22,50.75,-4.55
2009-01-23,53.05,4.53
2009-01-28,48.93,-7.77
2009-01-29,46.81,-4.33
2009-01-30,48.21,2.99
2009-02-02,51.73,7.3
2009-02-03,49.76,-3.81
2009-02-04,46.61,-6.33
2009-02-05,47.26,1.39
2009-02-06,45.07,-4.63
2009-02-09,47.1,4.5
2009-02-10,47.33,0.49
2009-02-11,48.07,1.56
2009-02-12,47.33,-1.54
2009-02-13,43.74,-7.59
2009-02-16,44.73,2.26
2009-02-17,48.82,9.14
2009-02-18,49.26,0.9
2009-02-19,46.81,-4.97
2009-02-20,49.94,6.69
2009-02-23,47.75,-4.39
2009-02-24,49.1,2.83
2009-02-25,47.31,-3.65
2009-02-26,47.43,0.25
2009-02-27,47.36,-0.15
2009-03-02,45.06,-4.86
2009-03-03,46.16,2.44
2009-03-04,44.64,-3.29
2009-03-05,43.81,-1.86
2009-03-06,45.73,4.38
2009-03-09,43.85,-4.11
2009-03-10,42.24,-3.67
2009-03-11,41.08,-2.75
2009-03-12,41,-0.19
2009-03-13,39.83,-2.85
2009-03-16,41.28,3.64
2009-03-17,40.34,-2.28
2009-03-18,40.38,0.1
2009-03-19,41.26,2.18
2009-03-20,41.11,-0.36
2009-03-23,41.06,-0.12
2009-03-24,39.18,-4.58
2009-03-25,38.2,-2.5
2009-03-26,36.66,-4.03
2009-03-27,35.9,-2.07
2009-03-30,40.13,11.78
2009-03-31,39.56,-1.42
2009-04-01,38.84,-1.82
2009-04-02,37.86,-2.52
2009-04-03,38.76,2.38
2009-04-06,38.8,0.1
2009-04-07,37.28,-3.92
2009-04-08,39.48,5.9
2009-04-09,35.59,-9.85
2009-04-10,35.39,-0.56
2009-04-13,36.94,4.38
2009-04-14,36.51,-1.16
2009-04-15,36.16,-0.96
2009-04-16,36.25,0.25
2009-04-17,35.49,-2.1
2009-04-20,36.15,1.86
2009-04-21,36.4,0.69
2009-04-22,35.01,-3.82
2009-04-23,33.39,-4.63
2009-04-24,33.19,-0.6
2009-04-27,35.48,6.9
2009-04-28,38.2,7.67
2009-04-29,36.33,-4.9
2009-04-30,34.57,-4.84
2009-05-04,35.62,3.04
2009-05-06,35.3,-0.9
2009-05-07,34.55,-2.12
2009-05-08,33.59,-2.78
2009-05-11,34.24,1.94
2009-05-12,33.68,-1.64
2009-05-13,31.21,-7.33
2009-05-14,32.24,3.3
2009-05-15,29.48,-8.56
2009-05-18,31.48,6.78
2009-05-19,30.7,-2.48
2009-05-20,28.67,-6.61
2009-05-21,29.94,4.43
2009-05-22,31.63,5.64
2009-05-25,33.56,6.1
2009-05-26,34.41,2.53
2009-05-27,37.17,8.02
2009-05-28,33.99,-8.56
2009-05-29,33.42,-1.68
2009-06-01,33.33,-0.27
2009-06-02,33.45,0.36
2009-06-03,32.66,-2.36
2009-06-04,32.56,-0.31
2009-06-05,32.95,1.2
2009-06-08,30.41,-7.71
2009-06-09,30.46,0.16
2009-06-10,29.31,-3.78
2009-06-11,30.01,2.39
2009-06-12,29.78,-0.77
2009-06-15,31.29,5.07
2009-06-16,31.62,1.05
2009-06-17,31.69,0.22
2009-06-18,32.08,1.23
2009-06-19,30.82,-3.93
2009-06-22,30.24,-1.88
2009-06-23,31.74,4.96
2009-06-24,31.16,-1.83
2009-06-25,29.54,-5.2
2009-06-26,28.26,-4.33
2009-06-29,28.27,0.04
2009-06-30,27.26,-3.57
2009-07-01,25.98,-4.7
2009-07-02,26.09,0.42
2009-07-03,25.26,-3.18
2009-07-06,26.24,3.88
2009-07-07,25.51,-2.78
2009-07-08,25.43,-0.31
2009-07-09,25.56,0.51
2009-07-10,24.39,-4.58
2009-07-13,27.49,12.71
2009-07-14,26.23,-4.58
2009-07-15,25.63,-2.29
2009-07-16,25.37,-1.01
2009-07-17,24.95,-1.66
2009-07-20,24.39,-2.24
2009-07-21,24.12,-1.11
2009-07-22,24.63,2.11
2009-07-23,24.53,-0.41
2009-07-24,24.66,0.53
2009-07-27,25.88,4.95
2009-07-28,26.11,0.89
2009-07-29,26.76,2.49
2009-07-30,26.69,-0.26
2009-07-31,25.62,-4.01
2009-08-03,26.89,4.96
2009-08-04,27.43,2.01
2009-08-05,26.83,-2.19
2009-08-06,25.7,-4.21
2009-08-07,24.76,-3.66
2009-08-10,25.72,3.88
2009-08-11,25.06,-2.57
2009-08-12,26.38,5.27
2009-08-13,24.75,-6.18
2009-08-14,24.53,-0.89
2009-08-17,28,14.15
2009-08-18,27.01,-3.54
2009-08-19,27.15,0.52
2009-08-20,26.11,-3.83
2009-08-21,25.2,-3.49
2009-08-24,24.34,-3.41
2009-08-25,24.74,1.64
2009-08-26,23.8,-3.8
2009-08-27,24.1,1.26
2009-08-28,23.09,-4.19
2009-08-31,23.97,3.81
2009-09-01,22.93,-4.34
2009-09-02,23.56,2.75
2009-09-03,23.71,0.64
2009-09-04,23.32,-1.64
2009-09-07,23.24,-0.34
2009-09-08,22.18,-4.56
2009-09-09,23,3.7
2009-09-10,22.47,-2.3
2009-09-11,22.09,-1.69
2009-09-14,22.71,2.81
2009-09-15,22.21,-2.2
2009-09-16,22.22,0.05
2009-09-17,22.03,-0.86
2009-09-18,22.04,0.05
2009-09-21,22.32,1.27
2009-09-22,22.03,-1.3
2009-09-23,22,-0.14
2009-09-24,23.06,4.82
2009-09-25,22.54,-2.25
2009-09-28,23.53,4.39
2009-09-29,23.03,-2.12
2009-09-30,22.85,-0.78
2009-10-01,23.82,4.25
2009-10-05,25.1,5.37
2009-10-06,24.28,-3.27
2009-10-07,24.01,-1.11
2009-10-08,24.18,0.71
2009-10-09,21.95,-9.22
2009-10-12,22.56,2.78
2009-10-13,22.45,-0.49
2009-10-14,22.59,0.62
2009-10-15,22.32,-1.2
2009-10-16,23.06,3.32
2009-10-19,23.28,0.95
2009-10-20,22.43,-3.65
2009-10-21,22.5,0.31
2009-10-22,23.5,4.44
2009-10-23,22.03,-6.26
2009-10-26,22.18,0.68
2009-10-27,22.26,0.36
2009-10-28,24.16,8.54
2009-10-29,25.59,5.92
2009-10-30,25.41,-0.7
2009-11-02,25.75,1.34
2009-11-03,25.08,-2.6
2009-11-04,24.48,-2.39
2009-11-05,25.34,3.51
2009-11-06,23.67,-6.59
2009-11-09,22.97,-2.96
2009-11-10,22.88,-0.39
2009-11-11,22.02,-3.76
2009-11-12,22.52,2.27
2009-11-13,22.44,-0.36
2009-11-16,21.64,-3.57
2009-11-17,21.89,1.16
2009-11-18,21.04,-3.88
2009-11-19,20.57,-2.23
2009-11-20,20.68,0.53
2009-11-23,20.61,-0.34
2009-11-24,20.88,1.31
2009-11-25,20.48,-1.92
2009-11-26,19.91,-2.78
2009-11-27,22.87,14.87
2009-11-30,21.94,-4.07
2009-12-01,20.89,-4.79
2009-12-02,20.38,-2.44
2009-12-03,19.78,-2.94
2009-12-04,20.28,2.53
2009-12-07,20.33,0.25
2009-12-08,20.28,-0.25
2009-12-09,20.95,3.3
2009-12-10,20.71,-1.15
2009-12-11,20.9,0.92
2009-12-14,21.39,2.34
2009-12-15,21.1,-1.36
2009-12-16,20.82,-1.33
2009-12-17,21,0.86
2009-12-18,20.33,-3.19
2009-12-21,20.6,1.33
2009-12-22,19.66,-4.56
2009-12-23,19.31,-1.78
2009-12-24,19.09,-1.14
2009-12-28,20.37,6.71
2009-12-29,20.26,-0.54
2009-12-30,20.35,0.44
2010-01-04,20.94,2.9
2010-01-05,20.6,-1.62
2010-01-06,19.89,-3.45
2010-01-07,19.81,-0.4
2010-01-08,19.45,-1.82
2010-01-11,19.22,-1.18
2010-01-12,18.83,-2.03
2010-01-13,19.77,4.99
2010-01-14,19.57,-1.01
2010-01-15,18.19,-7.05
2010-01-18,18.53,1.87
2010-01-19,18.27,-1.4
2010-01-20,18.06,-1.15
2010-01-21,18.13,0.39
2010-01-22,20.92,15.39
2010-01-25,21.98,5.07
2010-01-26,23.3,6.01
2010-01-27,24.11,3.48
2010-01-28,22.35,-7.3
2010-01-29,23.29,4.21
2010-02-01,23.13,-0.69
2010-02-02,22.15,-4.24
2010-02-03,20.51,-7.4
2010-02-04,20.82,1.51
2010-02-05,22.71,9.08
2010-02-08,22.92,0.92
2010-02-09,23.71,3.45
2010-02-10,22.97,-3.12
2010-02-11,22.68,-1.26
2010-02-12,21.74,-4.14
2010-02-16,21.11,-2.9
2010-02-17,19.58,-7.25
2010-02-18,19.63,0.26
2010-02-19,20.8,5.96
2010-02-22,20.15,-3.13
2010-02-23,19.69,-2.28
2010-02-24,20.01,1.63
2010-02-25,21.06,5.25
2010-02-26,20.59,-2.23
2010-03-02,19.54,-5.1
2010-03-03,19.24,-1.54
2010-03-04,19.64,2.08
2010-03-05,18.76,-4.48
2010-03-08,18.75,-0.05
2010-03-09,19.04,1.55
2010-03-10,19.21,0.89
2010-03-11,19,-1.09
2010-03-12,17.78,-6.42
2010-03-15,18.41,3.54
2010-03-16,18.19,-1.2
2010-03-17,17.44,-4.12
2010-03-18,17.35,-0.52
2010-03-19,16.93,-2.42
2010-03-22,17.4,2.78
2010-03-23,17.1,-1.72
2010-03-24,17.2,0.58
2010-03-25,17.39,1.1
2010-03-26,17.2,-1.09
2010-03-29,18.34,6.63
2010-03-30,17.75,-3.22
2010-03-31,17.68,-0.39
2010-04-01,17.34,-1.92
2010-04-02,16.47,-5.02
2010-04-05,16.99,3.16
2010-04-06,16.97,-0.12
2010-04-07,16.98,0.06
2010-04-08,16.93,-0.29
2010-04-09,16.91,-0.12
2010-04-12,17.64,4.32
2010-04-13,17.2,-2.49
2010-04-14,15.51,-9.83
2010-04-15,15.22,-1.87
2010-04-16,16.24,6.7
2010-04-19,18.63,14.72
2010-04-20,17.66,-5.21
2010-04-21,17.01,-3.68
2010-04-22,17.28,1.59
2010-04-23,17.54,1.5
2010-04-26,17.64,0.57
2010-04-27,17.53,-0.62
2010-04-28,19.55,11.52
2010-04-29,19.71,0.82
2010-04-30,18.27,-7.31
2010-05-03,20.45,11.93
2010-05-04,19.22,-6.01
2010-05-06,21.72,13.01
2010-05-07,26.45,21.78
2010-05-10,25.94,-1.93
2010-05-11,25.03,-3.51
2010-05-12,24.9,-0.52
2010-05-13,21.7,-12.85
2010-05-14,20.47,-5.67
2010-05-17,23.85,16.51
2010-05-18,23.9,0.21
2010-05-19,25.06,4.85
2010-05-20,25.88,3.27
2010-05-24,27.21,5.14
2010-05-25,30.95,13.74
2010-05-26,29.5,-4.68
2010-05-27,26.09,-11.56
2010-05-28,23.89,-8.43
2010-05-31,24.01,0.5
2010-06-01,24.1,0.37
2010-06-03,21.85,-9.34
2010-06-04,21.8,-0.23
2010-06-07,24.72,13.39
2010-06-08,23.93,-3.2
2010-06-09,23.57,-1.5
2010-06-10,22.38,-5.05
2010-06-11,20.52,-8.31
2010-06-14,20.13,-1.9
2010-06-15,19.84,-1.44
2010-06-16,19.11,-3.68
2010-06-17,19.47,1.88
2010-06-18,19.45,-0.1
2010-06-21,19.13,-1.65
2010-06-22,19.22,0.47
2010-06-23,19.33,0.57
2010-06-24,18.75,-3
2010-06-25,19.7,5.07
2010-06-28,20.43,3.71
2010-06-29,22.15,8.42
2010-06-30,21.9,-1.13
2010-07-01,22.03,0.59
2010-07-02,22.47,2
2010-07-05,21.56,-4.05
2010-07-06,20.28,-5.94
2010-07-07,20.75,2.32
2010-07-08,19.63,-5.4
2010-07-09,18.13,-7.64
2010-07-12,18.4,1.49
2010-07-13,18.09,-1.68
2010-07-14,18.16,0.39
2010-07-15,18.69,2.92
2010-07-16,19.73,5.56
2010-07-19,21.15,7.2
2010-07-20,20.62,-2.51
2010-07-21,20.01,-2.96
2010-07-22,20.87,4.3
2010-07-23,19.62,-5.99
2010-07-26,19.79,0.87
2010-07-27,19.64,-0.76
2010-07-28,19.27,-1.88
2010-07-29,19.07,-1.04
2010-07-30,19.26,1
2010-08-02,18.55,-3.69
2010-08-03,17.67,-4.74
2010-08-04,17.64,-0.17
2010-08-05,17.65,0.06
2010-08-06,17.55,-0.57
2010-08-09,17.81,1.48
2010-08-10,18.34,2.98
2010-08-11,19.38,5.67
2010-08-12,20.35,5.01
2010-08-13,18.59,-8.65
2010-08-16,18.71,0.65
2010-08-17,18.39,-1.71
2010-08-18,18.16,-1.25
2010-08-19,17.77,-2.15
2010-08-20,18.25,2.7
2010-08-23,18.59,1.86
2010-08-24,18.9,1.67
2010-08-25,19.62,3.81
2010-08-26,19.11,-2.6
2010-08-27,18.65,-2.41
2010-08-30,17.9,-4.02
2010-08-31,18.79,4.97
2010-09-01,18.01,-4.15
2010-09-02,17.11,-5
2010-09-03,16.8,-1.81
2010-09-06,16.55,-1.49
2010-09-07,16.72,1.03
2010-09-08,16.64,-0.48
2010-09-09,16.66,0.12
2010-09-10,15.87,-4.74
2010-09-13,15.22,-4.1
2010-09-14,15.65,2.83
2010-09-15,15.49,-1.02
2010-09-16,15.9,2.65
2010-09-17,15.32,-3.65
2010-09-20,16.27,6.2
2010-09-24,16.47,1.23
2010-09-27,16.56,0.55
2010-09-28,16.55,-0.06
2010-09-29,16.67,0.73
2010-09-30,16.77,0.6
2010-10-01,16.35,-2.5
2010-10-04,16.53,1.1
2010-10-05,16.45,-0.48
2010-10-06,16.2,-1.52
2010-10-07,16.27,0.43
2010-10-08,16.21,-0.37
2010-10-11,16.7,3.02
2010-10-12,16.82,0.72
2010-10-13,16.5,-1.9
2010-10-14,16.28,-1.33
2010-10-15,16.43,0.92
2010-10-18,18.71,13.88
2010-10-19,19.62,4.86
2010-10-20,19.02,-3.06
2010-10-21,18.36,-3.47
2010-10-22,17,-7.41
2010-10-25,16.57,-2.53
2010-10-26,16.34,-1.39
2010-10-27,16.51,1.04
2010-10-28,16.59,0.48
2010-10-29,18.6,12.12
2010-11-01,18.34,-1.4
2010-11-02,18.38,0.22
2010-11-03,18.8,2.29
2010-11-04,18.67,-0.69
2010-11-05,19.61,5.03
2010-11-08,19.3,-1.58
2010-11-09,18.71,-3.06
2010-11-10,18.39,-1.71
2010-11-11,20.54,11.69
2010-11-12,20.68,0.68
2010-11-15,20.32,-1.74
2010-11-16,20.58,1.28
2010-11-17,20.37,-1.02
2010-11-18,19.21,-5.69
2010-11-19,18.43,-4.06
2010-11-22,18.35,-0.43
2010-11-23,19.29,5.12
2010-11-24,19.93,3.32
2010-11-25,19.88,-0.25
2010-11-26,22.49,13.13
2010-11-29,23.36,3.87
2010-11-30,22.76,-2.57
2010-12-01,21.73,-4.53
2010-12-02,19.8,-8.88
2010-12-03,18.84,-4.85
2010-12-06,19.2,1.91
2010-12-07,18.72,-2.5
2010-12-08,18.87,0.8
2010-12-09,18.2,-3.55
2010-12-10,17.5,-3.85
2010-12-13,16.95,-3.14
2010-12-14,15.99,-5.66
2010-12-15,15.85,-0.88
2010-12-16,16.12,1.7
2010-12-17,15.99,-0.81
2010-12-20,17.98,12.45
2010-12-21,17.51,-2.61
2010-12-22,17.67,0.91
2010-12-23,17.69,0.11
2010-12-24,18.1,2.32
2010-12-27,18.1,0
2010-12-28,17.05,-5.8
2010-12-29,16.19,-5.04
2010-12-30,15.83,-2.22
2011-01-03,16.37,3.41
2011-01-04,15.7,-4.09
2011-01-05,15.86,1.02
2011-01-06,15.67,-1.2
2011-01-07,15.41,-1.66
2011-01-10,16.24,5.39
2011-01-11,15.78,-2.83
2011-01-12,15.58,-1.27
2011-01-13,16.87,8.28
2011-01-14,15.64,-7.29
2011-01-17,16.55,5.82
2011-01-18,16.79,1.45
2011-01-19,15.57,-7.27
2011-01-20,15.81,1.54
2011-01-21,16.87,6.7
2011-01-24,16.18,-4.09
2011-01-25,15.42,-4.7
2011-01-26,14.62,-5.19
2011-01-27,14.57,-0.34
2011-01-28,14.5,-0.48
2011-01-31,16.3,12.41
2011-02-01,16.28,-0.12
2011-02-07,16.32,0.25
2011-02-08,16.95,3.86
2011-02-09,17.84,5.25
2011-02-10,18.77,5.21
2011-02-11,19.46,3.68
2011-02-14,17.59,-9.61
2011-02-15,17.79,1.14
2011-02-16,18.81,5.73
2011-02-17,19.12,1.65
2011-02-18,17.76,-7.11
2011-02-21,18.78,5.74
2011-02-22,20.33,8.25
2011-02-23,20.2,-0.64
2011-02-24,20.63,2.13
2011-02-25,19.83,-3.88
2011-02-28,20.06,1.16
2011-03-02,19.45,-3.04
2011-03-03,17.9,-7.97
2011-03-04,16.25,-9.22
2011-03-07,17.91,10.22
2011-03-08,17.78,-0.73
2011-03-09,17.8,0.11
2011-03-10,18.59,4.44
2011-03-11,19.23,3.44
2011-03-14,18.91,-1.66
2011-03-15,25.92,37.07
2011-03-16,21.49,-17.09
2011-03-17,22.05,2.61
2011-03-18,20.42,-7.39
2011-03-21,18.4,-9.89
2011-03-22,17.26,-6.2
2011-03-23,17.46,1.16
2011-03-24,16.69,-4.41
2011-03-25,15.56,-6.77
2011-03-28,16,2.83
2011-03-29,16.11,0.69
2011-03-30,16.55,2.73
2011-03-31,16.57,0.12
2011-04-01,16.39,-1.09
2011-04-04,17.54,7.02
2011-04-05,17.54,0
2011-04-06,18.07,3.02
2011-04-07,18.31,1.33
2011-04-08,18.13,-0.98
2011-04-11,18.26,0.72
2011-04-12,19.12,4.71
2011-04-13,18.64,-2.51
2011-04-14,18.35,-1.56
2011-04-15,18.04,-1.69
2011-04-18,18.53,2.72
2011-04-19,18.35,-0.97
2011-04-20,17.21,-6.21
2011-04-21,17.38,0.99
2011-04-22,16.85,-3.05
2011-04-25,17.56,4.21
2011-04-26,18.13,3.25
2011-04-27,18.44,1.71
2011-04-28,18.09,-1.9
2011-04-29,18.36,1.49
2011-05-02,18.43,0.38
2011-05-03,18.71,1.52
2011-05-04,18.73,0.11
2011-05-06,19.62,4.75
2011-05-09,20.32,3.57
2011-05-11,20.08,-1.18
2011-05-12,20.84,3.78
2011-05-13,20.24,-2.88
2011-05-16,20.37,0.64
2011-05-17,19.84,-2.6
2011-05-18,18.24,-8.06
2011-05-19,18.22,-0.11
2011-05-20,17.29,-5.1
2011-05-23,19.3,11.63
2011-05-24,19.25,-0.26
2011-05-25,19.87,3.22
2011-05-26,19.08,-3.98
2011-05-27,18.13,-4.98
2011-05-30,19.42,7.12
2011-05-31,18.56,-4.43
2011-06-01,17.97,-3.18
2011-06-02,18.93,5.34
2011-06-03,18.75,-0.95
2011-06-07,19.72,5.17
2011-06-08,20.66,4.77
2011-06-09,19.85,-3.92
2011-06-10,19.36,-2.47
2011-06-13,19.59,1.19
2011-06-14,18.81,-3.98
2011-06-15,18.82,0.05
2011-06-16,19.91,5.79
2011-06-17,21.32,7.08
2011-06-20,21.67,1.64
2011-06-21,20.36,-6.05
2011-06-22,19.7,-3.24
2011-06-23,19.95,1.27
2011-06-24,18.92,-5.16
2011-06-27,20.65,9.14
2011-06-28,21.11,2.23
2011-06-29,20.65,-2.18
2011-06-30,19.24,-6.83
2011-07-01,17.65,-8.26
2011-07-04,17.66,0.06
2011-07-05,17.12,-3.06
2011-07-06,17.14,0.12
2011-07-07,17.25,0.64
2011-07-08,17.41,0.93
2011-07-11,18.38,5.57
2011-07-12,20.31,10.5
2011-07-13,19.97,-1.67
2011-07-14,20.12,0.75
2011-07-15,20.53,2.04
2011-07-18,21.16,3.07
2011-07-19,21,-0.76
2011-07-20,19.6,-6.67
2011-07-21,19.47,-0.66
2011-07-22,17.9,-8.06
2011-07-25,19.78,10.5
2011-07-26,19.4,-1.92
2011-07-27,19.19,-1.08
2011-07-28,19.9,3.7
2011-07-29,21,5.53
2011-08-01,19.31,-8.05
2011-08-02,21.44,11.03
2011-08-03,21.72,1.31
2011-08-04,22.58,3.96
2011-08-05,28.31,25.38
2011-08-08,35.26,24.55
2011-08-09,50.11,42.12
2011-08-10,46.89,-6.43
2011-08-11,43.89,-6.4
2011-08-12,37.15,-15.36
2011-08-16,28.53,-23.2
2011-08-17,28.86,1.16
2011-08-18,31.12,7.83
2011-08-19,41.91,34.67
2011-08-22,37.99,-9.35
2011-08-23,34.78,-8.45
2011-08-24,36.68,5.46
2011-08-25,37.4,1.96
2011-08-26,38.37,2.59
2011-08-29,33.41,-12.93
2011-08-30,30.39,-9.04
2011-08-31,28.05,-7.7
2011-09-01,29.79,6.2
2011-09-02,30.63,2.82
2011-09-05,35.55,16.06
2011-09-06,40.46,13.81
2011-09-07,35.9,-11.27
2011-09-08,33.93,-5.49
2011-09-09,36.96,8.93
2011-09-14,43.38,17.37
2011-09-15,39.14,-9.77
2011-09-16,35.42,-9.5
2011-09-19,39.04,10.22
2011-09-20,38.59,-1.15
2011-09-21,37.51,-2.8
2011-09-22,40.58,8.18
2011-09-23,45.95,13.23
2011-09-26,46.16,0.46
2011-09-27,41.8,-9.45
2011-09-28,43.29,3.56
2011-09-29,42.43,-1.99
2011-09-30,40.56,-4.41
2011-10-04,45.32,11.74
2011-10-05,45.64,0.71
2011-10-06,41.41,-9.27
2011-10-07,39.84,-3.79
2011-10-10,39.41,-1.08
2011-10-11,36.35,-7.76
2011-10-12,34.06,-6.3
2011-10-13,31.82,-6.58
2011-10-14,31.49,-1.04
2011-10-17,30.61,-2.79
2011-10-18,33.07,8.04
2011-10-19,31.73,-4.05
2011-10-20,36.22,14.15
2011-10-21,34.42,-4.97
2011-10-24,32.85,-4.56
2011-10-25,33.72,2.65
2011-10-26,33.92,0.59
2011-10-27,30.07,-11.35
2011-10-28,29.23,-2.79
2011-10-31,31.02,6.12
2011-11-01,31.99,3.13
2011-11-02,33.94,6.1
2011-11-03,36.21,6.69
2011-11-04,31.12,-14.06
2011-11-07,32.67,4.98
2011-11-08,32.86,0.58
2011-11-09,30.46,-7.3
2011-11-10,35.72,17.27
2011-11-11,34.18,-4.31
2011-11-14,31.47,-7.93
2011-11-15,32.34,2.76
2011-11-16,35.43,9.55
2011-11-17,34.86,-1.61
2011-11-18,36.16,3.73
2011-11-21,36.17,0.03
2011-11-22,35.36,-2.24
2011-11-23,34.87,-1.39
2011-11-24,33.66,-3.47
2011-11-25,32.63,-3.06
2011-11-28,30.25,-7.29
2011-11-29,28.43,-6.02
2011-11-30,29.04,2.15
2011-12-01,27.13,-6.58
2011-12-02,26.67,-1.7
2011-12-05,27.64,3.64
2011-12-06,28.64,3.62
2011-12-07,29.27,2.2
2011-12-08,29.49,0.75
2011-12-09,31.07,5.36
2011-12-12,28.43,-8.5
2011-12-13,28.03,-1.41
2011-12-14,27.4,-2.25
2011-12-15,27.26,-0.51
2011-12-16,25.42,-6.75
2011-12-19,27.98,10.07
2011-12-20,26.65,-4.75
2011-12-21,24.87,-6.68
2011-12-22,25.12,1.01
2011-12-23,24.54,-2.31
2011-12-26,25.18,2.61
2011-12-27,26.26,4.29
2011-12-28,26.35,0.34
2011-12-29,26.4,0.19
2012-01-02,27.13,2.77
2012-01-03,26.72,-1.51
2012-01-04,27.08,1.35
2012-01-05,27.23,0.55
2012-01-06,27.17,-0.22
2012-01-09,27.01,-0.59
2012-01-10,24.84,-8.03
2012-01-11,24.35,-1.97
2012-01-12,22.76,-6.53
2012-01-13,22.28,-2.11
2012-01-16,24.22,8.71
2012-01-17,23.42,-3.3
2012-01-18,23.79,1.58
2012-01-19,22.94,-3.57
2012-01-20,23.12,0.78
2012-01-25,23.89,3.33
2012-01-26,23.76,-0.54
2012-01-27,23.83,0.29
2012-01-30,24.41,2.43
2012-01-31,23.36,-4.3
2012-02-01,23.44,0.34
2012-02-02,22.89,-2.35
2012-02-03,22.85,-0.17
2012-02-06,23.45,2.63
2012-02-07,22.17,-5.46
2012-02-08,21.36,-3.65
2012-02-09,21.76,1.87
2012-02-10,21.56,-0.92
2012-02-13,21.32,-1.11
2012-02-14,20.23,-5.11
2012-02-15,19.82,-2.03
2012-02-16,21.3,7.47
2012-02-17,20.14,-5.45
2012-02-20,21,4.27
2012-02-21,21.17,0.81
2012-02-22,21,-0.8
2012-02-23,21.08,0.38
2012-02-24,20.29,-3.75
2012-02-27,21.54,6.16
2012-02-28,20.34,-5.57
2012-02-29,19.4,-4.62
2012-03-02,18.64,-3.92
2012-03-05,19.25,3.27
2012-03-06,19.35,0.52
2012-03-07,20.85,7.75
2012-03-08,19.91,-4.51
2012-03-09,18.07,-9.24
2012-03-12,18.87,4.43
2012-03-13,18.12,-3.97
2012-03-14,18.28,0.88
2012-03-15,18.43,0.82
2012-03-16,17.65,-4.23
2012-03-19,18.07,2.38
2012-03-20,17.87,-1.11
2012-03-21,17.73,-0.78
2012-03-22,17.37,-2.03
2012-03-23,17.35,-0.12
2012-03-26,17.87,3
2012-03-27,17.1,-4.31
2012-03-28,17.44,1.99
2012-03-29,17.78,1.95
2012-03-30,17.56,-1.24
2012-04-02,17.4,-0.91
2012-04-03,16.88,-2.99
2012-04-04,17.32,2.61
2012-04-05,17.19,-0.75
2012-04-06,16.75,-2.56
2012-04-09,17.9,6.87
2012-04-10,18.19,1.62
2012-04-12,19.04,4.67
2012-04-13,17.47,-8.25
2012-04-16,18.54,6.12
2012-04-17,18.55,0.05
2012-04-18,17.28,-6.85
2012-04-19,17.29,0.06
2012-04-20,17.81,3.01
2012-04-23,18.13,1.8
2012-04-24,18.47,1.88
2012-04-25,19.01,2.92
2012-04-26,18.5,-2.68
