"Date","VKOSPI_Close","VKOSPI_Change"
2012-04-27,17.55,-5.14
2012-04-30,17.31,-1.37
2012-05-02,16.47,-4.85
2012-05-03,16.02,-2.73
2012-05-04,16.34,2
2012-05-07,18.57,13.65
2012-05-08,17.28,-6.95
2012-05-09,18.28,5.79
2012-05-10,17.83,-2.46
2012-05-11,18.99,6.51
2012-05-14,18.7,-1.53
2012-05-15,19,1.6
2012-05-16,23.23,22.26
2012-05-17,21.63,-6.89
2012-05-18,25.43,17.57
2012-05-21,24.77,-2.6
2012-05-22,21.66,-12.56
2012-05-23,23.24,7.29
2012-05-24,23.21,-0.13
2012-05-25,21.91,-5.6
2012-05-29,21.61,-1.37
2012-05-30,21.82,0.97
2012-05-31,22.69,3.99
2012-06-01,23.49,3.53
2012-06-04,26.6,13.24
2012-06-05,24.95,-6.2
2012-06-07,23.55,-5.61
2012-06-08,23.86,1.32
2012-06-11,22.76,-4.61
2012-06-12,23.79,4.53
2012-06-13,24.23,1.85
2012-06-14,24.69,1.9
2012-06-15,25.61,3.73
2012-06-18,21.97,-14.21
2012-06-19,21.33,-2.91
2012-06-20,20.58,-3.52
2012-06-21,19.79,-3.84
2012-06-22,21.06,6.42
2012-06-25,21.55,2.33
2012-06-26,21.5,-0.23
2012-06-27,20.93,-2.65
2012-06-28,20.89,-0.19
2012-06-29,20.03,-4.12
2012-07-02,19.61,-2.1
2012-07-03,18.53,-5.51
2012-07-04,18.01,-2.81
2012-07-05,18.21,1.11
2012-07-06,18.67,2.53
2012-07-09,18.69,0.11
2012-07-10,18.26,-2.3
2012-07-11,18.39,0.71
2012-07-12,18.83,2.39
2012-07-13,18.42,-2.18
2012-07-16,17.85,-3.09
2012-07-17,17.7,-0.84
2012-07-18,18.49,4.46
2012-07-19,17.42,-5.79
2012-07-20,17.59,0.98
2012-07-23,20.19,14.78
2012-07-24,20.26,0.35
2012-07-25,21.26,4.94
2012-07-26,20.54,-3.39
2012-07-27,18.5,-9.93
2012-07-30,19.25,4.05
2012-07-31,20.32,5.56
2012-08-01,20.92,2.95
2012-08-02,21.57,3.11
2012-08-03,19.44,-9.87
2012-08-06,19.38,-0.31
2012-08-07,18.96,-2.17
2012-08-08,19.13,0.9
2012-08-09,19.41,1.46
2012-08-10,18.97,-2.27
2012-08-13,19.3,1.74
2012-08-14,18.34,-4.97
2012-08-16,18.73,2.13
2012-08-17,18.72,-0.05
2012-08-20,19.44,3.85
2012-08-21,19.58,0.72
2012-08-22,19.69,0.56
2012-08-23,19.26,-2.18
2012-08-24,19.67,2.13
2012-08-27,19.97,1.53
2012-08-28,19.68,-1.45
2012-08-29,19.3,-1.93
2012-08-30,20,3.63
2012-08-31,20.35,1.75
2012-09-03,20.02,-1.62
2012-09-04,20.01,-0.05
2012-09-05,21,4.95
2012-09-06,20.86,-0.67
2012-09-07,18.97,-9.06
2012-09-10,19.35,2
2012-09-11,19.78,2.22
2012-09-12,20.02,1.21
2012-09-13,19.09,-4.65
2012-09-14,17.98,-5.81
2012-09-17,18.03,0.28
2012-09-18,18.04,0.06
2012-09-19,18.23,1.05
2012-09-20,18.64,2.25
2012-09-21,18.15,-2.63
2012-09-24,18.28,0.72
2012-09-25,18.1,-0.98
2012-09-26,17.92,-0.99
2012-09-27,17.53,-2.18
2012-09-28,17.23,-1.71
2012-10-02,17.65,2.44
2012-10-04,17.13,-2.95
2012-10-05,17.06,-0.41
2012-10-08,17.33,1.58
2012-10-09,16.87,-2.65
2012-10-10,17.81,5.57
2012-10-11,17.51,-1.68
2012-10-12,17.19,-1.83
2012-10-15,17.08,-0.64
2012-10-16,16.4,-3.98
2012-10-17,16.28,-0.73
2012-10-18,16.47,1.17
2012-10-19,16.82,2.13
2012-10-22,17.79,5.77
2012-10-23,17.91,0.67
2012-10-24,18.64,4.08
2012-10-25,17.82,-4.4
2012-10-26,19,6.62
2012-10-29,18.55,-2.37
2012-10-30,18.26,-1.56
2012-10-31,18.37,0.6
2012-11-01,18.39,0.11
2012-11-02,17.46,-5.06
2012-11-05,17.82,2.06
2012-11-06,17.51,-1.74
2012-11-07,17.36,-0.86
2012-11-08,17.64,1.61
2012-11-09,17.19,-2.55
2012-11-12,17.3,0.64
2012-11-13,17.22,-0.46
2012-11-14,16.78,-2.56
2012-11-15,17.24,2.74
2012-11-16,17.07,-0.99
2012-11-19,16.44,-3.69
2012-11-20,15.83,-3.71
2012-11-21,15.83,0
2012-11-22,15.37,-2.91
2012-11-23,15.37,0
2012-11-26,15.78,2.67
2012-11-27,15.51,-1.71
2012-11-28,15.43,-0.52
2012-11-29,15.07,-2.33
2012-11-30,14.87,-1.33
2012-12-03,15.36,3.3
2012-12-04,15.25,-0.72
2012-12-05,15.24,-0.07
2012-12-06,15.3,0.39
2012-12-07,15.11,-1.24
2012-12-10,15.45,2.25
2012-12-11,15.29,-1.04
2012-12-12,15.2,-0.59
2012-12-13,14.61,-3.88
2012-12-14,14.08,-3.63
2012-12-17,14.86,5.54
2012-12-18,14.59,-1.82
2012-12-20,14.66,0.48
2012-12-21,16.03,9.35
2012-12-24,15.8,-1.43
2012-12-26,16.03,1.46
2012-12-27,15.77,-1.62
2012-12-28,15.89,0.76
2013-01-02,15.5,-2.45
2013-01-03,14.78,-4.65
2013-01-04,14.4,-2.57
2013-01-07,14.32,-0.56
2013-01-08,13.98,-2.37
2013-01-09,13.75,-1.65
2013-01-10,13.53,-1.6
2013-01-11,13.74,1.55
2013-01-14,14.11,2.69
2013-01-15,15.14,7.3
2013-01-16,15.53,2.58
2013-01-17,15.1,-2.77
2013-01-18,14.65,-2.98
2013-01-21,14.58,-0.48
2013-01-22,14.28,-2.06
2013-01-23,14.7,2.94
2013-01-24,14.62,-0.54
2013-01-25,14.9,1.92
2013-01-28,15.22,2.15
2013-01-29,14.77,-2.96
2013-01-30,14.72,-0.34
2013-01-31,15.18,3.13
2013-02-01,15.12,-0.4
2013-02-04,15.76,4.23
2013-02-05,15.79,0.19
2013-02-06,15.11,-4.31
2013-02-07,14.59,-3.44
2013-02-08,14.25,-2.33
2013-02-12,14.9,4.56
2013-02-13,14.33,-3.83
2013-02-14,13.86,-3.28
2013-02-15,13.63,-1.66
2013-02-18,13.56,-0.51
2013-02-19,13.31,-1.84
2013-02-20,13.44,0.98
2013-02-21,13.87,3.2
2013-02-22,14.12,1.8
2013-02-25,14.94,5.81
2013-02-26,15.51,3.82
2013-02-27,15.4,-0.71
2013-02-28,15.19,-1.36
2013-03-04,15.68,3.23
2013-03-05,15.31,-2.36
2013-03-06,15.26,-0.33
2013-03-07,15.14,-0.79
2013-03-08,14.7,-2.91
2013-03-11,15.89,8.1
2013-03-12,15.95,0.38
2013-03-13,15.41,-3.39
2013-03-14,15.66,1.62
2013-03-15,15.98,2.04
2013-03-18,16.49,3.19
2013-03-19,16.41,-0.49
2013-03-20,16.57,0.98
2013-03-21,16.67,0.6
2013-03-22,16.12,-3.3
2013-03-25,14.85,-7.88
2013-03-26,14.6,-1.68
2013-03-27,14.56,-0.27
2013-03-28,14.9,2.34
2013-03-29,14.34,-3.76
2013-04-01,15.07,5.09
2013-04-02,15.45,2.52
2013-04-03,15.33,-0.78
2013-04-04,16.61,8.35
2013-04-05,18.51,11.44
2013-04-08,18.29,-1.19
2013-04-09,18.72,2.35
2013-04-10,19.38,3.53
2013-04-11,18.52,-4.44
2013-04-12,20.1,8.53
2013-04-15,18.78,-6.57
2013-04-16,17.63,-6.12
2013-04-17,16.77,-4.88
2013-04-18,17.03,1.55
2013-04-19,16.16,-5.11
2013-04-22,15.68,-2.97
2013-04-23,15.49,-1.21
2013-04-24,14.63,-5.55
2013-04-25,14.91,1.91
2013-04-26,14.83,-0.54
2013-04-29,15.27,2.97
2013-04-30,14.74,-3.47
2013-05-02,15,1.76
2013-05-03,14.65,-2.33
2013-05-06,14.73,0.55
2013-05-07,14.37,-2.44
2013-05-08,14.18,-1.32
2013-05-09,14.23,0.35
2013-05-10,14.74,3.58
2013-05-13,14.61,-0.88
2013-05-14,13.48,-7.73
2013-05-15,13.8,2.37
2013-05-16,13.43,-2.68
2013-05-20,14.27,6.25
2013-05-21,14.31,0.28
2013-05-22,14.08,-1.61
2013-05-23,14.71,4.47
2013-05-24,14.45,-1.77
2013-05-27,14.67,1.52
2013-05-28,14.33,-2.32
2013-05-29,14.28,-0.35
2013-05-30,14.36,0.56
2013-05-31,14.16,-1.39
2013-06-03,14.45,2.05
2013-06-04,14.36,-0.62
2013-06-05,15.05,4.81
2013-06-07,16.76,11.36
2013-06-10,15.82,-5.61
2013-06-11,15.37,-2.84
2013-06-12,15.64,1.76
2013-06-13,16.82,7.54
2013-06-14,15.78,-6.18
2013-06-17,16.03,1.58
2013-06-18,15.89,-0.87
2013-06-19,16.59,4.41
2013-06-20,17.37,4.7
2013-06-21,18.57,6.91
2013-06-24,19.95,7.43
2013-06-25,20.23,1.4
2013-06-26,20.32,0.44
2013-06-27,18.1,-10.93
2013-06-28,17.11,-5.47
2013-07-01,17.24,0.76
2013-07-02,17.06,-1.04
2013-07-03,17.93,5.1
2013-07-04,17.55,-2.12
2013-07-05,18.15,3.42
2013-07-08,18.62,2.59
2013-07-09,18.05,-3.06
2013-07-10,17.81,-1.33
2013-07-11,17.3,-2.86
2013-07-12,17.07,-1.33
2013-07-15,17.39,1.87
2013-07-16,18.16,4.43
2013-07-17,18.1,-0.33
2013-07-18,18.17,0.39
2013-07-19,18.08,-0.5
2013-07-22,18.21,0.72
2013-07-23,17.05,-6.37
2013-07-24,16.52,-3.11
2013-07-25,16.4,-0.73
2013-07-26,15.9,-3.05
2013-07-29,16.32,2.64
2013-07-30,15.95,-2.27
2013-07-31,16.26,1.94
2013-08-01,15.48,-4.8
2013-08-02,14.92,-3.62
2013-08-05,14.92,0
2013-08-06,14.98,0.4
2013-08-07,15.35,2.47
2013-08-08,14.96,-2.54
2013-08-09,14.38,-3.88
2013-08-12,14.72,2.36
2013-08-13,14.26,-3.13
2013-08-14,13.78,-3.37
2013-08-16,14.23,3.27
2013-08-19,14.51,1.97
2013-08-20,15.58,7.37
2013-08-21,16.11,3.4
2013-08-22,16.32,1.3
2013-08-23,15,-8.09
2013-08-26,14.61,-2.6
2013-08-27,15.3,4.72
2013-08-28,15.7,2.61
2013-08-29,15.66,-0.25
2013-08-30,15.73,0.45
2013-09-02,16.12,2.48
2013-09-03,16.02,-0.62
2013-09-04,16.26,1.5
2013-09-05,16.16,-0.62
2013-09-06,15.97,-1.18
2013-09-09,16.41,2.76
2013-09-10,15.9,-3.11
2013-09-11,15.65,-1.57
2013-09-12,15.71,0.38
2013-09-13,15.76,0.32
2013-09-16,15.93,1.08
2013-09-17,16.37,2.76
2013-09-23,15.91,-2.81
2013-09-24,15.43,-3.02
2013-09-25,15.01,-2.72
2013-09-26,14.62,-2.6
2013-09-27,14.45,-1.16
2013-09-30,15.38,6.44
2013-10-01,15.53,0.98
2013-10-02,14.72,-5.22
2013-10-04,15.1,2.58
2013-10-07,15.38,1.85
2013-10-08,15.39,0.07
2013-10-10,15.51,0.78
2013-10-11,13.92,-10.25
2013-10-14,14.19,1.94
2013-10-15,13.52,-4.72
2013-10-16,14.61,8.06
2013-10-17,14.01,-4.11
2013-10-18,13.43,-4.14
2013-10-21,13.82,2.9
2013-10-22,13.81,-0.07
2013-10-23,14.22,2.97
2013-10-24,13.54,-4.78
2013-10-25,13.56,0.15
2013-10-28,13.62,0.44
2013-10-29,13.48,-1.03
2013-10-30,13.55,0.52
2013-10-31,14.41,6.35
2013-11-01,13.76,-4.51
2013-11-04,14.03,1.96
2013-11-05,13.53,-3.56
2013-11-06,13.61,0.59
2013-11-07,13.47,-1.03
2013-11-08,13.63,1.19
2013-11-11,13.92,2.13
2013-11-12,13.56,-2.59
2013-11-13,14.75,8.78
2013-11-14,14.22,-3.59
2013-11-15,13.78,-3.09
2013-11-18,13.99,1.52
2013-11-19,13.84,-1.07
2013-11-20,14.13,2.1
2013-11-21,15.15,7.22
2013-11-22,14.41,-4.88
2013-11-25,14.48,0.49
2013-11-26,14.47,-0.07
2013-11-27,14.65,1.24
2013-11-28,14.69,0.27
2013-11-29,14.42,-1.84
2013-12-02,14.62,1.39
2013-12-03,14.62,0
2013-12-04,14.62,0
2013-12-05,14.89,1.85
2013-12-06,14.93,0.27
2013-12-09,14.79,-0.94
2013-12-10,14.15,-4.33
2013-12-11,14.31,1.13
2013-12-12,15.13,5.73
2013-12-13,14.92,-1.39
2013-12-16,15.41,3.28
2013-12-17,14.88,-3.44
2013-12-18,15.08,1.34
2013-12-19,14.08,-6.63
2013-12-20,13.3,-5.54
2013-12-23,13.15,-1.13
2013-12-24,12.64,-3.88
2013-12-26,12.91,2.14
2013-12-27,12.6,-2.4
2013-12-30,12.84,1.9
2014-01-02,13.99,8.96
2014-01-03,14.11,0.86
2014-01-06,14.29,1.28
2014-01-07,13.85,-3.08
2014-01-08,13.62,-1.66
2014-01-09,13.4,-1.62
2014-01-10,13.75,2.61
2014-01-13,13.39,-2.62
2014-01-14,13.29,-0.75
2014-01-15,13.06,-1.73
2014-01-16,12.82,-1.84
2014-01-17,13.11,2.26
2014-01-20,13.14,0.23
2014-01-21,12.97,-1.29
2014-01-22,12.9,-0.54
2014-01-23,13.22,2.48
2014-01-24,13.29,0.53
2014-01-27,15.07,13.39
2014-01-28,14.89,-1.19
2014-01-29,14.43,-3.09
2014-02-03,15.88,10.05
2014-02-04,17.67,11.27
2014-02-05,17.11,-3.17
2014-02-06,16.52,-3.45
2014-02-07,15.39,-6.84
2014-02-10,15.29,-0.65
2014-02-11,14.78,-3.34
2014-02-12,14.46,-2.17
