"Date","KODEX 200_Close","KODEX 200_NAV","KODEX 200_Premium"
2012-08-08,25395,25439.83,-0.18
2012-08-09,25940,25959.61,-0.08
2012-08-10,25995,26038.66,-0.17
2012-08-13,25805,25807.18,-0.01
2012-08-14,26110,26157.59,-0.18
2012-08-16,26120,26148.34,-0.11
2012-08-17,25950,25955.93,-0.02
2012-08-20,25920,25937.02,-0.07
2012-08-21,25865,25884.59,-0.08
2012-08-22,25720,25749.69,-0.12
2012-08-23,25815,25854.23,-0.15
2012-08-24,25490,25496.19,-0.02
2012-08-27,25395,25402.67,-0.03
2012-08-28,25335,25381.44,-0.18
2012-08-29,25480,25554.73,-0.29
2012-08-30,25145,25222.89,-0.31
2012-08-31,25075,25179.83,-0.42
2012-09-03,25160,25252.81,-0.37
2012-09-04,25075,25184.99,-0.44
2012-09-05,24605,24698.05,-0.38
2012-09-06,24705,24801.24,-0.39
2012-09-07,25445,25532.05,-0.34
2012-09-10,25395,25470.37,-0.3
2012-09-11,25285,25406.19,-0.48
2012-09-12,25730,25831.65,-0.39
2012-09-13,25750,25816.92,-0.26
2012-09-14,26560,26640.42,-0.3
2012-09-17,26460,26528.88,-0.26
2012-09-18,26465,26552.97,-0.33
2012-09-19,26530,26568.88,-0.15
2012-09-20,26305,26302.02,0.01
2012-09-21,26390,26454.26,-0.24
2012-09-24,26400,26466.78,-0.25
2012-09-25,26305,26317.05,-0.05
2012-09-26,26070,26153.68,-0.32
2012-09-27,26265,26279.93,-0.06
2012-09-28,26310,26364.05,-0.21
2012-10-02,26285,26355.01,-0.27
2012-10-04,26240,26294.67,-0.21
2012-10-05,26260,26309.46,-0.19
2012-10-08,26080,26106.83,-0.1
2012-10-09,26095,26062.01,0.13
2012-10-10,25590,25608.32,-0.07
2012-10-11,25360,25378.39,-0.07
2012-10-12,25290,25328.67,-0.15
2012-10-15,25205,25228.25,-0.09
2012-10-16,25465,25484.82,-0.08
2012-10-17,25630,25694.51,-0.25
2012-10-18,25780,25821.89,-0.16
2012-10-19,25575,25569.39,0.02
2012-10-22,25460,25509.02,-0.19
2012-10-23,25255,25264.86,-0.04
2012-10-24,25040,25051.05,-0.04
2012-10-25,25200,25253.22,-0.21
2012-10-26,24765,24791,-0.1
2012-10-29,24830,24844.4,-0.06
2012-10-30,24885,24927.59,-0.17
2012-10-31,25100,25094.2,0.02
2012-11-01,24840,24851.67,-0.05
2012-11-02,25135,25171.09,-0.14
2012-11-05,25005,25014.29,-0.04
2012-11-06,25280,25301.7,-0.09
2012-11-07,25415,25447.41,-0.13
2012-11-08,25015,25085.63,-0.28
2012-11-09,24870,24940.76,-0.28
2012-11-12,24855,24886.52,-0.13
2012-11-13,24715,24759.28,-0.18
2012-11-14,24820,24862.52,-0.17
2012-11-15,24510,24553.75,-0.18
2012-11-16,24375,24438.72,-0.26
2012-11-19,24635,24670.64,-0.14
2012-11-20,24835,24861.47,-0.11
2012-11-21,24760,24793.22,-0.13
2012-11-22,25005,25047.93,-0.17
2012-11-23,25185,25243.16,-0.23
2012-11-26,25145,25169.99,-0.1
2012-11-27,25395,25447.68,-0.21
2012-11-28,25250,25275.56,-0.1
2012-11-29,25520,25577.19,-0.22
2012-11-30,25555,25527.25,0.11
2012-12-03,25590,25658.41,-0.27
2012-12-04,25520,25581.56,-0.24
2012-12-05,25695,25772.76,-0.3
2012-12-06,25755,25834.41,-0.31
2012-12-07,25905,25987.39,-0.32
2012-12-10,25945,26013.25,-0.26
2012-12-11,26025,26122.47,-0.37
2012-12-12,26215,26272.12,-0.22
2012-12-13,26500,26674.28,-0.65
2012-12-14,26590,26544.31,0.17
2012-12-17,26330,26356.63,-0.1
2012-12-18,26455,26505.43,-0.19
2012-12-20,26450,26564.89,-0.43
2012-12-21,26215,26268.18,-0.2
2012-12-24,26320,26294.04,0.1
2012-12-26,26345,26276.16,0.26
2012-12-27,26480,26598.99,-0.45
2012-12-28,26610,26725.47,-0.43
2013-01-02,27130,27265.05,-0.5
2013-01-03,27035,27095.46,-0.22
2013-01-04,26870,26950.53,-0.3
2013-01-07,26885,26927.29,-0.16
2013-01-08,26600,26719.95,-0.45
2013-01-09,26500,26608.77,-0.41
2013-01-10,26735,26812.66,-0.29
2013-01-11,26585,26639.95,-0.21
2013-01-14,26720,26782.91,-0.23
2013-01-15,26445,26449.43,-0.02
2013-01-16,26255,26353.14,-0.37
2013-01-17,26300,26315.65,-0.06
2013-01-18,26405,26470.8,-0.25
2013-01-21,26400,26423.79,-0.09
2013-01-22,26530,26585.12,-0.21
2013-01-23,26320,26397.61,-0.29
2013-01-24,26080,26164.99,-0.32
2013-01-25,25795,25898.84,-0.4
2013-01-28,25755,25770.48,-0.06
2013-01-29,25975,26031.5,-0.22
2013-01-30,26090,26153.86,-0.24
2013-01-31,26040,26110,-0.27
2013-02-01,25990,26069.32,-0.3
2013-02-04,25925,25998.64,-0.28
2013-02-05,25705,25790.03,-0.33
2013-02-06,25675,25739.28,-0.25
2013-02-07,25670,25707.76,-0.15
2013-02-08,25945,26016.13,-0.27
2013-02-12,25900,25971.49,-0.28
2013-02-13,26415,26405.37,0.04
2013-02-14,26500,26453.32,0.18
2013-02-15,26445,26470.89,-0.1
2013-02-18,26435,26468.45,-0.13
2013-02-19,26510,26516.17,-0.02
2013-02-20,27080,27105.93,-0.1
2013-02-21,26955,26982.89,-0.1
2013-02-22,26995,27012.04,-0.06
2013-02-25,26890,26892.68,-0.01
2013-02-26,26770,26758.33,0.04
2013-02-27,26795,26791.97,0.01
2013-02-28,27060,27084.46,-0.09
2013-03-04,26825,26890.87,-0.24
2013-03-05,26905,26928.52,-0.09
2013-03-06,26890,26994.45,-0.39
2013-03-07,26680,26747.74,-0.25
2013-03-08,26665,26728.89,-0.24
2013-03-11,26630,26679.83,-0.19
2013-03-12,26405,26505.56,-0.38
2013-03-13,26505,26595.21,-0.34
2013-03-14,26590,26598.58,-0.03
2013-03-15,26325,26342.5,-0.07
2013-03-18,26095,26090.08,0.02
2013-03-19,26190,26231.09,-0.16
2013-03-20,25965,25954.71,0.04
2013-03-21,25790,25836.66,-0.18
2013-03-22,25735,25784.99,-0.19
2013-03-25,26175,26211.37,-0.14
2013-03-26,26240,26301.29,-0.23
2013-03-27,26425,26436.63,-0.04
2013-03-28,26455,26449.65,0.02
2013-03-29,26560,26599.26,-0.15
2013-04-01,26485,26489.43,-0.02
2013-04-02,26260,26322.1,-0.24
2013-04-03,26200,26279.94,-0.3
2013-04-04,25865,25947.27,-0.32
2013-04-05,25460,25521.04,-0.24
2013-04-08,25480,25486.36,-0.02
2013-04-09,25455,25500.57,-0.18
2013-04-10,25620,25682.89,-0.24
2013-04-11,25845,25866.56,-0.08
2013-04-12,25350,25446.14,-0.38
2013-04-15,25405,25388.45,0.07
2013-04-16,25340,25415.17,-0.3
2013-04-17,25340,25391.78,-0.2
2013-04-18,25000,25013.72,-0.05
2013-04-19,25085,25112.08,-0.11
2013-04-22,25305,25384.48,-0.31
2013-04-23,25235,25236.76,-0.01
2013-04-24,25430,25428.41,0.01
2013-04-25,25570,25679.96,-0.43
2013-04-26,25535,25332.95,0.8
2013-04-29,25265,25257.63,0.03
2013-04-30,25590,25598.01,-0.03
2013-05-02,25450,25526.14,-0.3
2013-05-03,25560,25634.04,-0.29
2013-05-06,25470,25551.71,-0.32
2013-05-07,25425,25415.74,0.04
2013-05-08,25400,25433.16,-0.13
2013-05-09,25765,25780.26,-0.06
2013-05-10,25240,25301.53,-0.24
2013-05-13,25320,25361.54,-0.16
2013-05-14,25620,25660.8,-0.16
2013-05-15,25625,25688.25,-0.25
2013-05-16,25850,25927.75,-0.3
2013-05-20,25850,25892.39,-0.16
2013-05-21,25835,25841.66,-0.03
2013-05-22,25990,26038.48,-0.19
2013-05-23,25640,25689.21,-0.19
2013-05-24,25680,25755.43,-0.29
2013-05-27,25800,25839.83,-0.15
2013-05-28,25895,25882.28,0.05
2013-05-29,26095,26106.9,-0.05
2013-05-30,26115,26134.08,-0.07
2013-05-31,26135,26159.28,-0.09
2013-06-03,26040,26044.71,-0.02
2013-06-04,26000,26075.1,-0.29
2013-06-05,25645,25677.46,-0.13
2013-06-07,25100,25154.16,-0.22
2013-06-10,25225,25250.52,-0.1
2013-06-11,25045,25042.87,0.01
2013-06-12,24835,24878.64,-0.18
2013-06-13,24495,24488.43,0.03
2013-06-14,24515,24578.39,-0.26
2013-06-17,24495,24513.13,-0.07
2013-06-18,24690,24747.62,-0.23
2013-06-19,24570,24575.64,-0.02
2013-06-20,23980,24060.99,-0.34
2013-06-21,23615,23686.88,-0.3
2013-06-24,23390,23384.24,0.02
2013-06-25,23220,23214.45,0.02
2013-06-26,23150,23190.41,-0.17
2013-06-27,23855,23912.82,-0.24
2013-06-28,24170,24276.31,-0.44
2013-07-01,24150,24154.69,-0.02
2013-07-02,24130,24127.78,0.01
2013-07-03,23690,23713.91,-0.1
2013-07-04,23840,23895.64,-0.23
2013-07-05,23770,23765.65,0.02
2013-07-08,23540,23549.79,-0.04
2013-07-09,23740,23730.98,0.04
2013-07-10,23560,23663.67,-0.44
2013-07-11,24380,24425.4,-0.19
2013-07-12,24230,24309.07,-0.33
2013-07-15,24290,24376.4,-0.35
2013-07-16,24190,24235.17,-0.19
2013-07-17,24425,24517.72,-0.38
2013-07-18,24240,24329.02,-0.37
2013-07-19,24215,24238.66,-0.1
2013-07-22,24290,24352.07,-0.25
2013-07-23,24630,24695.56,-0.27
2013-07-24,24725,24808.87,-0.34
2013-07-25,24725,24790.02,-0.26
2013-07-26,24770,24794.57,-0.1
2013-07-29,24690,24641.7,0.2
2013-07-30,24835,24864.36,-0.12
2013-07-31,24775,24781.97,-0.03
2013-08-01,24800,24867.44,-0.27
2013-08-02,24920,24910.72,0.04
2013-08-05,24785,24807.96,-0.09
2013-08-06,24550,24660.25,-0.45
2013-08-07,24200,24256.49,-0.23
2013-08-08,24255,24308.73,-0.22
2013-08-09,24265,24277.76,-0.05
2013-08-12,24310,24337.67,-0.11
2013-08-13,24660,24770.51,-0.45
2013-08-14,24835,24929.33,-0.38
2013-08-16,24775,24862.45,-0.35
2013-08-19,24785,24838.4,-0.21
2013-08-20,24415,24463.5,-0.2
2013-08-21,24125,24198.23,-0.3
2013-08-22,23930,23986.78,-0.24
2013-08-23,24215,24291.37,-0.31
2013-08-26,24480,24537.21,-0.23
2013-08-27,24445,24537.24,-0.38
2013-08-28,24510,24536.99,-0.11
2013-08-29,24880,24866.52,0.05
2013-08-30,25075,25156.2,-0.32
2013-09-02,25045,25091.76,-0.19
2013-09-03,25150,25182.73,-0.13
2013-09-04,25130,25191.99,-0.25
2013-09-05,25415,25441.61,-0.1
2013-09-06,25490,25503.73,-0.05
2013-09-09,25715,25793.97,-0.31
2013-09-10,26010,26099.06,-0.34
2013-09-11,26095,26216.03,-0.46
2013-09-12,26125,26206.68,-0.31
2013-09-13,25985,26056.95,-0.28
2013-09-16,26275,26368.91,-0.36
2013-09-17,26140,26238.45,-0.38
2013-09-23,26195,26287.62,-0.35
2013-09-24,26175,26268.44,-0.36
2013-09-25,26015,26130.33,-0.44
2013-09-26,26265,26253.52,0.04
2013-09-27,26295,26279.31,0.06
2013-09-30,26075,26080.3,-0.02
2013-10-01,26110,26140.63,-0.12
2013-10-02,26115,26181.59,-0.25
2013-10-04,26075,26176.34,-0.39
2013-10-07,26075,26183.8,-0.42
2013-10-08,26235,26314.11,-0.3
2013-10-10,26160,26293.18,-0.51
2013-10-11,26610,26637.33,-0.1
2013-10-14,26575,26586.34,-0.04
2013-10-15,26790,26909.92,-0.45
2013-10-16,26810,26835.15,-0.09
2013-10-17,26950,26975.46,-0.09
2013-10-18,27055,27135.79,-0.3
2013-10-21,27085,27135.97,-0.19
2013-10-22,27085,27125.91,-0.15
2013-10-23,26785,26806.46,-0.08
2013-10-24,26870,26944.43,-0.28
2013-10-25,26670,26755.89,-0.32
2013-10-28,26900,26978.81,-0.29
2013-10-29,27000,27037.65,-0.14
2013-10-30,27105,27155.33,-0.19
2013-10-31,26700,26707.27,-0.03
2013-11-01,26770,26873.54,-0.39
2013-11-04,26565,26668.8,-0.39
2013-11-05,26415,26507.96,-0.35
2013-11-06,26435,26476.65,-0.16
2013-11-07,26235,26349.2,-0.43
2013-11-08,26045,26069.95,-0.1
2013-11-11,26030,26038.74,-0.03
2013-11-12,26210,26300.61,-0.34
2013-11-13,25725,25825.93,-0.39
2013-11-14,25855,25864.76,-0.04
2013-11-15,26375,26444.38,-0.26
2013-11-18,26430,26530.34,-0.38
2013-11-19,26735,26808.2,-0.27
2013-11-20,26540,26589.34,-0.19
2013-11-21,26135,26245.3,-0.42
2013-11-22,26315,26411.79,-0.37
2013-11-25,26520,26541.72,-0.08
2013-11-26,26620,26649.64,-0.11
2013-11-27,26720,26737.87,-0.07
2013-11-28,26930,26993.29,-0.23
2013-11-29,26940,26978.14,-0.14
2013-12-02,26735,26781.94,-0.18
2013-12-03,26425,26509.61,-0.32
2013-12-04,26120,26175.1,-0.21
2013-12-05,26070,26137.12,-0.26
2013-12-06,26070,26085.65,-0.06
2013-12-09,26320,26387.23,-0.25
2013-12-10,26255,26286.66,-0.12
2013-12-11,25970,26073.88,-0.4
2013-12-12,25965,25920.87,0.17
2013-12-13,25760,25820.53,-0.23
2013-12-16,25770,25806.53,-0.14
2013-12-17,25880,25889.49,-0.04
2013-12-18,26030,26015.83,0.05
2013-12-19,26000,26037.46,-0.14
2013-12-20,26070,26141.76,-0.27
2013-12-23,26330,26330.68,0
2013-12-24,26395,26371.7,0.09
2013-12-26,26355,26326.45,0.11
2013-12-27,26560,26621.91,-0.23
2013-12-30,26660,26713.8,-0.2
2014-01-02,25910,26053.14,-0.55
2014-01-03,25660,25730.17,-0.27
2014-01-06,25735,25819.03,-0.33
2014-01-07,25810,25871.35,-0.24
2014-01-08,25810,25847.33,-0.14
2014-01-09,25675,25635.63,0.15
2014-01-10,25465,25512.97,-0.19
2014-01-13,25630,25677.3,-0.18
2014-01-14,25595,25662.39,-0.26
2014-01-15,25670,25741.95,-0.28
2014-01-16,25790,25803.4,-0.05
2014-01-17,25550,25609.71,-0.23
2014-01-20,25705,25744.19,-0.15
2014-01-21,25910,25898.61,0.04
2014-01-22,25870,25974.21,-0.4
2014-01-23,25605,25639.16,-0.13
2014-01-24,25490,25550.55,-0.24
2014-01-27,25185,25148.06,0.15
2014-01-28,25250,25246.25,0.01
2014-01-29,25530,25542.38,-0.05
2014-02-03,25200,25243.13,-0.17
2014-02-04,24720,24775.36,-0.22
2014-02-05,24830,24853.99,-0.1
2014-02-06,25025,25105.2,-0.32
2014-02-07,25240,25299.86,-0.24
2014-02-10,25250,25297.07,-0.19
2014-02-11,25345,25437.32,-0.36
2014-02-12,25410,25479.66,-0.27
2014-02-13,25225,25345.64,-0.48
2014-02-14,25525,25523.39,0.01
2014-02-17,25570,25612.53,-0.17
2014-02-18,25560,25615.33,-0.22
2014-02-19,25435,25539.76,-0.41
2014-02-20,25290,25337.33,-0.19
2014-02-21,25685,25767.92,-0.32
2014-02-24,25595,25645.02,-0.2
2014-02-25,25810,25869.67,-0.23
2014-02-26,25915,25978.88,-0.25
2014-02-27,25955,26078.35,-0.47
2014-02-28,25985,26089.95,-0.4
2014-03-03,25775,25869.28,-0.36
2014-03-04,25695,25719.69,-0.1
2014-03-05,25930,25970.04,-0.15
2014-03-06,25955,26000.6,-0.18
2014-03-07,25900,25971.34,-0.27
2014-03-10,25575,25683.18,-0.42
2014-03-11,25690,25784.04,-0.36
2014-03-12,25300,25345.91,-0.18
2014-03-13,25360,25344.39,0.06
2014-03-14,25110,25134.83,-0.1
2014-03-17,25205,25249.23,-0.18
2014-03-18,25370,25420.18,-0.2
2014-03-19,25370,25366.9,0.01
2014-03-20,25070,25098.47,-0.11
2014-03-21,25265,25298.97,-0.13
2014-03-24,25400,25461.24,-0.24
2014-03-25,25365,25384.88,-0.08
2014-03-26,25725,25738.47,-0.05
2014-03-27,25870,25953.71,-0.32
2014-03-28,25870,25970.25,-0.39
2014-03-31,25990,26037.98,-0.18
2014-04-01,26010,26121.52,-0.43
2014-04-02,26090,26198.2,-0.41
2014-04-03,26070,26161.72,-0.35
2014-04-04,26165,26174.35,-0.04
2014-04-07,26105,26213.34,-0.41
2014-04-08,26240,26273.33,-0.13
2014-04-09,26280,26347.09,-0.25
2014-04-10,26350,26465.94,-0.44
2014-04-11,26145,26274.91,-0.49
2014-04-14,26225,26273.94,-0.19
2014-04-15,26075,26196.87,-0.47
2014-04-16,26185,26205.98,-0.08
2014-04-17,26145,26188,-0.16
2014-04-18,26340,26374.67,-0.13
2014-04-21,26300,26313.28,-0.05
2014-04-22,26295,26380.97,-0.33
2014-04-23,26265,26344.12,-0.3
2014-04-24,26240,26333.87,-0.36
2014-04-25,25865,25965.96,-0.39
2014-04-28,25870,25667.3,0.79
2014-04-29,25530,25568.06,-0.15
2014-04-30,25515,25521.79,-0.03
2014-05-02,25420,25495.1,-0.29
2014-05-07,25175,25226.34,-0.2
2014-05-08,25290,25374.47,-0.33
2014-05-09,25325,25418.84,-0.37
2014-05-12,25485,25569.5,-0.33
2014-05-13,25835,25828.45,0.03
2014-05-14,26160,26231.86,-0.27
2014-05-15,26165,26229.84,-0.25
2014-05-16,26150,26288.03,-0.53
2014-05-19,26205,26331.65,-0.48
2014-05-20,26170,26294.97,-0.48
2014-05-21,26175,26232.28,-0.22
2014-05-22,26315,26330.71,-0.06
2014-05-23,26270,26337.72,-0.26
2014-05-26,26225,26229.54,-0.02
2014-05-27,25960,26035.27,-0.29
2014-05-28,26245,26299.74,-0.21
2014-05-29,26220,26256.35,-0.14
2014-05-30,26000,25996.61,0.01
2014-06-02,26060,26144.93,-0.32
2014-06-03,26085,26228.53,-0.55
2014-06-05,25950,26061.34,-0.43
2014-06-09,25945,25977.38,-0.12
2014-06-10,26215,26271.29,-0.21
2014-06-11,26195,26270.83,-0.29
2014-06-12,26100,26202.97,-0.39
2014-06-13,25780,25876.5,-0.37
2014-06-16,25920,25944.82,-0.1
2014-06-17,25965,26043.72,-0.3
2014-06-18,25815,25869.09,-0.21
2014-06-19,25880,25884.36,-0.02
2014-06-20,25505,25530.62,-0.1
2014-06-23,25645,25679.67,-0.14
2014-06-24,25930,25978.32,-0.19
2014-06-25,25780,25818.41,-0.15
2014-06-26,25950,26006.05,-0.22
2014-06-27,25885,25894.73,-0.04
2014-06-30,26000,26070.13,-0.27
2014-07-01,25935,25988.69,-0.21
2014-07-02,26115,26220.64,-0.4
2014-07-03,26085,26129.76,-0.17
2014-07-04,26050,26077.37,-0.1
2014-07-07,25910,26009.36,-0.38
2014-07-08,25910,26008.56,-0.38
2014-07-09,25785,25900.74,-0.45
2014-07-10,25835,25931.75,-0.37
2014-07-11,25630,25687.77,-0.22
2014-07-14,25720,25741.79,-0.08
2014-07-15,25990,26057.11,-0.26
2014-07-16,26030,26098.56,-0.26
2014-07-17,26110,26207.68,-0.37
2014-07-18,26075,26180.88,-0.4
2014-07-21,26085,26164.32,-0.3
2014-07-22,26240,26298.11,-0.22
2014-07-23,26235,26265.97,-0.12
2014-07-24,26245,26282.94,-0.14
2014-07-25,26300,26359.23,-0.22
2014-07-28,26545,26566.09,-0.08
2014-07-29,26800,26805.06,-0.02
2014-07-30,27120,27119.13,0
2014-07-31,26990,26971.29,0.07
2014-08-01,26870,26857.9,0.05
2014-08-04,26865,26964.71,-0.37
2014-08-05,26685,26761.94,-0.29
2014-08-06,26605,26661.02,-0.21
2014-08-07,26495,26562.58,-0.25
2014-08-08,26160,26199.52,-0.15
2014-08-11,26315,26327.77,-0.05
2014-08-12,26315,26330.51,-0.06
2014-08-13,26465,26589.41,-0.47
2014-08-14,26540,26585.46,-0.17
2014-08-18,26395,26422.17,-0.1
2014-08-19,26615,26660.53,-0.17
2014-08-20,26580,26679,-0.37
2014-08-21,26165,26252.01,-0.33
2014-08-22,26360,26425.19,-0.25
2014-08-25,26430,26448.25,-0.07
2014-08-26,26525,26516.07,0.03
2014-08-27,26530,26587.24,-0.22
2014-08-28,26555,26617.85,-0.24
2014-08-29,26480,26541.3,-0.23
2014-09-01,26430,26527.18,-0.37
2014-09-02,26200,26263.17,-0.24
2014-09-03,26130,26230.58,-0.38
2014-09-04,26220,26323.08,-0.39
2014-09-05,26170,26208.62,-0.15
2014-09-11,26050,25979.77,0.27
2014-09-12,26100,26138.46,-0.15
2014-09-15,26005,26054.98,-0.19
2014-09-16,26090,26143.4,-0.2
2014-09-17,26330,26401.51,-0.27
2014-09-18,26160,26172.35,-0.05
2014-09-19,26265,26231.17,0.13
2014-09-22,25950,26013.23,-0.24
2014-09-23,25865,25848.32,0.06
2014-09-24,25855,25885.68,-0.12
2014-09-25,25850,25845.34,0.02
2014-09-26,25765,25829.26,-0.25
2014-09-29,25725,25792.08,-0.26
2014-09-30,25615,25674.08,-0.23
2014-10-01,25265,25279.45,-0.06
2014-10-02,24960,25003.78,-0.18
2014-10-06,24920,24912.85,0.03
2014-10-07,24965,24987.49,-0.09
2014-10-08,24885,24829.91,0.22
2014-10-10,24500,24497.8,0.01
2014-10-13,24440,24412.63,0.11
2014-10-14,24415,24437.99,-0.09
2014-10-15,24380,24376.4,0.01
2014-10-16,24260,24269.07,-0.04
2014-10-17,23975,23973.86,0
2014-10-20,24305,24380.44,-0.31
2014-10-21,24130,24140.34,-0.04
2014-10-22,24295,24402.25,-0.44
2014-10-23,24345,24328.82,0.07
2014-10-24,24250,24280.33,-0.12
2014-10-27,24365,24377.67,-0.05
2014-10-28,24345,24317.33,0.11
2014-10-29,24795,24851.13,-0.23
2014-10-30,24780,24870.7,-0.36
2014-10-31,24970,25028.69,-0.23
2014-11-03,24810,24853.35,-0.17
2014-11-04,24640,24638.96,0
2014-11-05,24570,24574.75,-0.02
2014-11-06,24710,24706.53,0.01
2014-11-07,24725,24724.15,0
2014-11-10,24965,25049.05,-0.34
2014-11-11,24965,25027.83,-0.25
2014-11-12,25045,25110.45,-0.26
2014-11-13,24970,24996.41,-0.11
2014-11-14,24755,24802.31,-0.19
2014-11-17,24815,24812.83,0.01
2014-11-18,25015,25050.14,-0.14
2014-11-19,24980,25033.42,-0.21
2014-11-20,24880,24894.07,-0.06
2014-11-21,24965,24988.15,-0.09
2014-11-24,25200,25231.77,-0.13
2014-11-25,25200,25169.19,0.12
2014-11-26,25145,25194.58,-0.2
2014-11-27,25290,25323.14,-0.13
2014-11-28,25285,25364.46,-0.31
2014-12-01,25070,25156.37,-0.34
2014-12-02,25060,25135.25,-0.3
2014-12-03,25110,25160.55,-0.2
2014-12-04,25375,25400.04,-0.1
2014-12-05,25390,25417.18,-0.11
2014-12-08,25350,25362.97,-0.05
2014-12-09,25270,25310.04,-0.16
2014-12-10,24900,24927.06,-0.11
2014-12-11,24610,24548.97,0.25
2014-12-12,24640,24640.58,0
2014-12-15,24650,24623.49,0.11
2014-12-16,24465,24439.49,0.1
2014-12-17,24385,24369.89,0.06
2014-12-18,24365,24379.92,-0.06
2014-12-19,24730,24790.07,-0.24
2014-12-22,24930,24963.1,-0.13
2014-12-23,24915,24899.54,0.06
2014-12-24,24980,25000.27,-0.08
2014-12-26,25010,24998.53,0.05
2014-12-29,24910,24942.62,-0.13
2014-12-30,24670,24716.9,-0.19
2015-01-02,24725,24788.25,-0.26
2015-01-05,24680,24735.01,-0.22
2015-01-06,24240,24302.15,-0.26
2015-01-07,24290,24362.15,-0.3
2015-01-08,24600,24702.53,-0.42
2015-01-09,24875,24915.9,-0.16
2015-01-12,24815,24878.97,-0.26
2015-01-13,24925,24941.16,-0.06
2015-01-14,24815,24909.59,-0.38
2015-01-15,24890,24888.52,0.01
2015-01-16,24545,24531.5,0.06
2015-01-19,24795,24788.75,0.03
2015-01-20,25015,25033.7,-0.07
2015-01-21,25070,25169.3,-0.39
2015-01-22,25140,25156.59,-0.07
2015-01-23,25285,25348.18,-0.25
2015-01-26,25285,25332.48,-0.19
2015-01-27,25460,25539.82,-0.31
2015-01-28,25485,25541.65,-0.22
2015-01-29,25365,25374.6,-0.04
2015-01-30,25355,25315.62,0.16
2015-02-02,25295,25388.95,-0.37
2015-02-03,25285,25364.2,-0.31
2015-02-04,25460,25485.58,-0.1
2015-02-05,25200,25302.31,-0.4
2015-02-06,25240,25342.7,-0.41
2015-02-09,25210,25254.89,-0.18
2015-02-10,25090,25092.95,-0.01
2015-02-11,25125,25166.49,-0.16
2015-02-12,25050,25094.98,-0.18
2015-02-13,25235,25300.53,-0.26
2015-02-16,25265,25303.95,-0.15
2015-02-17,25320,25359.83,-0.16
2015-02-23,25390,25401.45,-0.05
2015-02-24,25420,25449.64,-0.12
2015-02-25,25510,25616.25,-0.41
2015-02-26,25500,25615.34,-0.45
2015-02-27,25415,25468.56,-0.21
2015-03-02,25570,25690.18,-0.47
2015-03-03,25665,25775.88,-0.43
2015-03-04,25645,25757.2,-0.44
2015-03-05,25675,25742.23,-0.26
2015-03-06,25810,25921.5,-0.43
2015-03-09,25545,25602.58,-0.22
2015-03-10,25435,25500.4,-0.26
2015-03-11,25450,25537.48,-0.34
2015-03-12,25450,25344.87,0.41
2015-03-13,25505,25534.72,-0.12
2015-03-16,25525,25562.67,-0.15
2015-03-17,26100,26138.84,-0.15
2015-03-18,26100,26142.56,-0.16
2015-03-19,26175,26219.99,-0.17
2015-03-20,26095,26190.18,-0.36
2015-03-23,26105,26206.59,-0.39
2015-03-24,26160,26227.72,-0.26
2015-03-25,26160,26208.91,-0.19
2015-03-26,25920,25911.27,0.03
2015-03-27,25860,25866.56,-0.03
2015-03-30,25915,25921.34,-0.02
2015-03-31,25925,26038.67,-0.44
2015-04-01,25725,25806.77,-0.32
2015-04-02,25750,25808.26,-0.23
2015-04-03,25945,25985.27,-0.15
2015-04-06,25935,25999.55,-0.25
2015-04-07,25880,25994.28,-0.44
2015-04-08,26065,26159.26,-0.36
2015-04-09,26045,26139.21,-0.36
2015-04-10,26345,26505.83,-0.61
2015-04-13,26545,26660.01,-0.43
2015-04-14,26670,26869.46,-0.74
2015-04-15,26810,26892.49,-0.31
2015-04-16,27005,27163.59,-0.58
2015-04-17,27025,27148.69,-0.46
2015-04-20,27010,27176.02,-0.61
2015-04-21,26985,27136.92,-0.56
2015-04-22,27110,27183.96,-0.27
2015-04-23,27500,27584.14,-0.31
2015-04-24,27325,27430.32,-0.38
2015-04-27,27245,27326.62,-0.3
2015-04-28,27150,26856.27,1.09
2015-04-29,26770,26806.47,-0.14
2015-04-30,26650,26643.74,0.02
2015-05-04,26735,26737.63,-0.01
2015-05-06,26305,26407.33,-0.39
2015-05-07,26185,26251.02,-0.25
2015-05-08,26075,26084.61,-0.04
2015-05-11,26120,26154.92,-0.13
2015-05-12,26105,26148.79,-0.17
2015-05-13,26265,26329.85,-0.25
2015-05-14,26300,26373.63,-0.28
2015-05-15,26040,26137.81,-0.37
2015-05-18,26100,26205.65,-0.4
2015-05-19,26220,26299.89,-0.3
2015-05-20,26460,26547.44,-0.33
2015-05-21,26160,26274.28,-0.43
2015-05-22,26500,26610.97,-0.42
2015-05-26,26450,26548.71,-0.37
2015-05-27,25920,26021.18,-0.39
2015-05-28,25915,26013.23,-0.38
2015-05-29,26050,26044.17,0.02
2015-06-01,25815,25878.63,-0.25
2015-06-02,25570,25631.2,-0.24
2015-06-03,25335,25413.86,-0.31
2015-06-04,25430,25547.88,-0.46
2015-06-05,25400,25495.85,-0.38
2015-06-08,25350,25423.49,-0.29
2015-06-09,25310,25351.38,-0.16
2015-06-10,25160,25210.52,-0.2
2015-06-11,25255,25223.6,0.12
2015-06-12,25040,25158.17,-0.47
2015-06-15,24955,25066.22,-0.44
2015-06-16,24750,24841.78,-0.37
2015-06-17,24770,24900.29,-0.52
