"Date","KODEX 200_Close","KODEX 200_NAV","KODEX 200_Premium"
2009-10-14,21755,21766.57,-0.05
2009-10-15,21880,21925.93,-0.21
2009-10-16,21645,21667.24,-0.1
2009-10-19,21785,21801.59,-0.08
2009-10-20,21910,21934.86,-0.11
2009-10-21,21855,21842.25,0.06
2009-10-22,21475,21500.8,-0.12
2009-10-23,21625,21654.64,-0.14
2009-10-26,21930,21933.19,-0.01
2009-10-27,21830,21837.44,-0.03
2009-10-28,21265,21290.36,-0.12
2009-10-29,20920,20945.72,-0.12
2009-10-30,20880,20852.97,0.13
2009-11-02,20600,20597.96,0.01
2009-11-03,20455,20482.23,-0.13
2009-11-04,20850,20890.46,-0.19
2009-11-05,20515,20519.63,-0.02
2009-11-06,20785,20823.25,-0.18
2009-11-09,20865,20902.06,-0.18
2009-11-10,20930,21001.79,-0.34
2009-11-11,21175,21188.93,-0.07
2009-11-12,20960,20843.62,0.56
2009-11-13,20840,20863.32,-0.11
2009-11-16,21155,21170.89,-0.08
2009-11-17,21080,21080.75,0
2009-11-18,21315,21337.62,-0.11
2009-11-19,21570,21577.18,-0.03
2009-11-20,21560,21562.33,-0.01
2009-11-23,21550,21558.48,-0.04
2009-11-24,21355,21379.46,-0.11
2009-11-25,21430,21449.27,-0.09
2009-11-26,21260,21266.79,-0.03
2009-11-27,20265,20256.67,0.04
2009-11-30,20670,20663.92,0.03
2009-12-01,20880,20897.76,-0.08
2009-12-02,21180,21220.54,-0.19
2009-12-03,21530,21528.55,0.01
2009-12-04,21635,21653.48,-0.09
2009-12-07,21735,21758.58,-0.11
2009-12-08,21680,21698.43,-0.08
2009-12-09,21760,21779.82,-0.09
2009-12-10,21750,22089.51,-1.54
2009-12-11,22085,22086.47,-0.01
2009-12-14,22145,22158.81,-0.06
2009-12-15,22150,22165.52,-0.07
2009-12-16,22085,22131.88,-0.21
2009-12-17,21880,21885.46,-0.02
2009-12-18,21855,21867.49,-0.06
2009-12-21,21835,21819.66,0.07
2009-12-22,21995,21985.27,0.04
2009-12-23,22075,22091.99,-0.08
2009-12-24,22375,22360.31,0.07
2009-12-28,22325,22402.79,-0.35
2009-12-29,22425,22493.06,-0.3
2009-12-30,22575,22647.09,-0.32
2010-01-04,22710,22809.49,-0.44
2010-01-05,22690,22743.99,-0.24
2010-01-06,22845,22923.37,-0.34
2010-01-07,22565,22582.79,-0.08
2010-01-08,22650,22715.23,-0.29
2010-01-11,22650,22680.11,-0.13
2010-01-12,22675,22766.1,-0.4
2010-01-13,22305,22374.75,-0.31
2010-01-14,22570,22580.1,-0.04
2010-01-15,22675,22778.74,-0.46
2010-01-18,22790,22892.28,-0.45
2010-01-19,22810,22872.34,-0.27
2010-01-20,22835,22938.5,-0.45
2010-01-21,23030,23066.48,-0.16
2010-01-22,22435,22508.99,-0.33
2010-01-25,22350,22376.77,-0.12
2010-01-26,21885,21929.96,-0.21
2010-01-27,21700,21746.59,-0.21
2010-01-28,21980,22015.49,-0.16
2010-01-29,21385,21476.76,-0.43
2010-02-01,21465,21526.98,-0.29
2010-02-02,21340,21374.9,-0.16
2010-02-03,21585,21635.89,-0.24
2010-02-04,21560,21619.89,-0.28
2010-02-05,20945,20947.54,-0.01
2010-02-08,20770,20774.06,-0.02
2010-02-09,20955,21041.79,-0.41
2010-02-10,20965,21031.81,-0.32
2010-02-11,21320,21416.22,-0.45
2010-02-12,21235,21319.82,-0.4
2010-02-16,21375,21418.93,-0.21
2010-02-17,21760,21794.34,-0.16
2010-02-18,21680,21705.61,-0.12
2010-02-19,21295,21318.18,-0.11
2010-02-22,21760,21782.89,-0.11
2010-02-23,21760,21804,-0.2
2010-02-24,21490,21551.36,-0.28
2010-02-25,21170,21210.78,-0.19
2010-02-26,21180,21290.63,-0.52
2010-03-02,21550,21600.44,-0.23
2010-03-03,21610,21689.08,-0.36
2010-03-04,21535,21643.68,-0.5
2010-03-05,21845,21861.85,-0.08
2010-03-08,22200,22229.44,-0.13
2010-03-09,22200,22236.57,-0.16
2010-03-10,22225,22237.91,-0.06
2010-03-11,22090,22132.94,-0.19
2010-03-12,22155,22190.81,-0.16
2010-03-15,21930,21998.36,-0.31
2010-03-16,21985,21973.99,0.05
2010-03-17,22415,22478.61,-0.28
2010-03-18,22320,22351.83,-0.14
2010-03-19,22460,22499.11,-0.17
2010-03-22,22200,22301.96,-0.46
2010-03-23,22425,22461.68,-0.16
2010-03-24,22425,22463.42,-0.17
2010-03-25,22450,22564.11,-0.51
2010-03-26,22575,22679.09,-0.46
2010-03-29,22520,22609.37,-0.4
2010-03-30,22665,22712.41,-0.21
2010-03-31,22580,22622.18,-0.19
2010-04-01,22940,23016.04,-0.33
2010-04-02,23040,23136.14,-0.42
2010-04-05,23160,23214,-0.23
2010-04-06,23170,23217.18,-0.2
2010-04-07,23130,23193.88,-0.28
2010-04-08,23185,23291.24,-0.46
2010-04-09,23080,23142.29,-0.27
2010-04-12,22895,22918.95,-0.1
2010-04-13,22855,22926.82,-0.31
2010-04-14,23200,23268.79,-0.3
2010-04-15,23280,23378.64,-0.42
2010-04-16,23135,23230.01,-0.41
2010-04-19,22740,22822.36,-0.36
2010-04-20,22880,22969.51,-0.39
2010-04-21,23245,23368.35,-0.53
2010-04-22,23170,23238.88,-0.3
2010-04-23,23140,23195.87,-0.24
2010-04-26,23385,23426.73,-0.18
2010-04-27,23365,23392.34,-0.12
2010-04-28,23060,22857.78,0.88
2010-04-29,22770,22765.01,0.02
2010-04-30,22950,22944.61,0.02
2010-05-03,22590,22656.43,-0.29
2010-05-04,22590,22619.46,-0.13
2010-05-06,22090,22158.04,-0.31
2010-05-07,21590,21645.79,-0.26
2010-05-10,22000,22054.35,-0.25
2010-05-11,21870,21904.59,-0.16
2010-05-12,21800,21826.74,-0.12
2010-05-13,22250,22243.01,0.03
2010-05-14,22185,22264.93,-0.36
2010-05-17,21650,21694.05,-0.2
2010-05-18,21575,21596.11,-0.1
2010-05-19,21350,21394.8,-0.21
2010-05-20,21020,21026.74,-0.03
2010-05-24,21160,21180.69,-0.1
2010-05-25,20595,20636.86,-0.2
2010-05-26,20715,20813.32,-0.47
2010-05-27,21070,21149.76,-0.38
2010-05-28,21290,21374.79,-0.4
2010-05-31,21550,21599.15,-0.23
2010-06-01,21430,21461.17,-0.15
2010-06-03,21915,21921.26,-0.03
2010-06-04,21945,21962.09,-0.08
2010-06-07,21595,21592.44,0.01
2010-06-08,21765,21764.54,0
2010-06-09,21640,21680.89,-0.19
2010-06-10,21730,21727.12,0.01
2010-06-11,22060,22074.5,-0.07
2010-06-14,22270,22292.04,-0.1
2010-06-15,22300,22284.87,0.07
2010-06-16,22490,22488.27,0.01
2010-06-17,22470,22503.1,-0.15
2010-06-18,22525,22533.32,-0.04
2010-06-21,22830,22930.29,-0.44
2010-06-22,22790,22806.42,-0.07
2010-06-23,22650,22718.15,-0.3
2010-06-24,22805,22908.83,-0.45
2010-06-25,22590,22723.6,-0.59
2010-06-28,22680,22720.82,-0.18
2010-06-29,22405,22435.48,-0.14
2010-06-30,22205,22264.79,-0.27
2010-07-01,21960,22039.21,-0.36
2010-07-02,21825,21876.95,-0.24
2010-07-05,21880,21924.92,-0.2
2010-07-06,22010,22088.1,-0.35
2010-07-07,21865,21918.94,-0.25
2010-07-08,22235,22258.99,-0.11
2010-07-09,22575,22619.25,-0.2
2010-07-12,22695,22759.55,-0.28
2010-07-13,22770,22789.28,-0.08
2010-07-14,23090,23104.6,-0.06
2010-07-15,23015,23016.7,-0.01
2010-07-16,22790,22805.74,-0.07
2010-07-19,22635,22702.81,-0.3
2010-07-20,22675,22756.84,-0.36
2010-07-21,22900,22957.43,-0.25
2010-07-22,22730,22787.05,-0.25
2010-07-23,23025,23119,-0.41
2010-07-26,23200,23263.58,-0.27
2010-07-27,23190,23269.19,-0.34
2010-07-28,23280,23279.62,0
2010-07-29,23215,23245.73,-0.13
2010-07-30,23025,23055.14,-0.13
2010-08-02,23360,23370.39,-0.04
2010-08-03,23440,23484.07,-0.19
2010-08-04,23420,23470.45,-0.21
2010-08-05,23350,23394.71,-0.19
2010-08-06,23350,23390.29,-0.17
2010-08-09,23410,23458.44,-0.21
2010-08-10,23260,23349.16,-0.38
2010-08-11,22940,23041.24,-0.44
2010-08-12,22525,22532.82,-0.03
2010-08-13,22780,22847.25,-0.29
2010-08-16,22730,22794.47,-0.28
2010-08-17,22920,22940.66,-0.09
2010-08-18,22985,23026.89,-0.18
2010-08-19,23290,23325.06,-0.15
2010-08-20,23190,23255.01,-0.28
2010-08-23,23160,23157.89,0.01
2010-08-24,23025,23070.45,-0.2
2010-08-25,22680,22731.9,-0.23
2010-08-26,22625,22677.12,-0.23
2010-08-27,22640,22687.73,-0.21
2010-08-30,23035,23101.32,-0.29
2010-08-31,22815,22823.07,-0.04
2010-09-01,23080,23085.44,-0.02
2010-09-02,23200,23212.42,-0.05
2010-09-03,23225,23256.28,-0.13
2010-09-06,23410,23432.03,-0.09
2010-09-07,23325,23390.7,-0.28
2010-09-08,23185,23234.49,-0.21
2010-09-09,23305,23291.79,0.06
2010-09-10,23510,23533.07,-0.1
2010-09-13,23745,23781.19,-0.15
2010-09-14,23715,23744.04,-0.12
2010-09-15,23780,23858.93,-0.33
2010-09-16,23650,23679.96,-0.13
2010-09-17,23830,23907.59,-0.32
2010-09-20,23870,23973.17,-0.43
2010-09-24,24000,24120.41,-0.5
2010-09-27,24235,24282.65,-0.2
2010-09-28,24185,24207.02,-0.09
2010-09-29,24340,24377.8,-0.16
2010-09-30,24360,24448.42,-0.36
2010-10-01,24445,24499.24,-0.22
2010-10-04,24475,24545.41,-0.29
2010-10-05,24515,24563.82,-0.2
2010-10-06,24850,24916.84,-0.27
2010-10-07,24810,24870.27,-0.24
2010-10-08,24720,24793.33,-0.3
2010-10-11,24660,24685.27,-0.1
2010-10-12,24285,24375.35,-0.37
2010-10-13,24395,24437.25,-0.17
2010-10-14,24735,24766.03,-0.13
2010-10-15,24760,24791.95,-0.13
2010-10-18,24420,24387.41,0.13
2010-10-19,24090,24129.68,-0.16
2010-10-20,24270,24301.87,-0.13
2010-10-21,24320,24389.28,-0.28
2010-10-22,24610,24726.14,-0.47
2010-10-25,24895,24958.47,-0.25
2010-10-26,24900,24981.61,-0.33
2010-10-27,24820,24798.23,0.09
2010-10-28,24770,24777,-0.03
2010-10-29,24550,24436.24,0.47
2010-11-01,24875,24892.67,-0.07
2010-11-02,24895,24940.23,-0.18
2010-11-03,25085,25151.33,-0.26
2010-11-04,25210,25262.47,-0.21
2010-11-05,25210,25273.39,-0.25
2010-11-08,25285,25323.88,-0.15
2010-11-09,25340,25356.42,-0.06
2010-11-10,25625,25658.38,-0.13
2010-11-11,25400,24902.15,2
2010-11-12,24960,24978.58,-0.07
2010-11-15,25000,25067.2,-0.27
2010-11-16,24850,24930.43,-0.32
2010-11-17,24795,24874.82,-0.32
2010-11-18,25200,25263.42,-0.25
2010-11-19,25385,25454.72,-0.27
2010-11-22,25500,25545.14,-0.18
2010-11-23,25250,25348.14,-0.39
2010-11-24,25315,25378.65,-0.25
2010-11-25,25365,25386.19,-0.08
2010-11-26,25065,25071.61,-0.03
2010-11-29,24975,25026.26,-0.2
2010-11-30,25330,25100.09,0.92
2010-12-01,25380,25424.55,-0.18
2010-12-02,25690,25750.82,-0.24
2010-12-03,25805,25912.95,-0.42
2010-12-06,25830,25877.23,-0.18
2010-12-07,25925,26012.43,-0.34
2010-12-08,25810,25896.58,-0.33
2010-12-09,26330,26384.12,-0.21
2010-12-10,26330,26324.93,0.02
2010-12-13,26490,26478.74,0.04
2010-12-14,26570,26662.89,-0.35
2010-12-15,26625,26755.19,-0.49
2010-12-16,26605,26642.35,-0.14
2010-12-17,26820,26918.52,-0.37
2010-12-20,26860,26901.34,-0.15
2010-12-21,27100,27090.9,0.03
2010-12-22,27120,27117.25,0.01
2010-12-23,27070,27119.41,-0.18
2010-12-24,26980,27008.24,-0.1
2010-12-27,26925,26880.93,0.16
2010-12-28,27090,27047.57,0.16
2010-12-29,27400,27471.14,-0.26
2010-12-30,27550,27537.86,0.04
2011-01-03,27735,27799.49,-0.23
2011-01-04,27915,28001.59,-0.31
2011-01-05,27935,27967.87,-0.12
2011-01-06,27850,27907.17,-0.2
2011-01-07,27950,27995.82,-0.16
2011-01-10,27760,27835.9,-0.27
2011-01-11,27900,27951.97,-0.19
2011-01-12,27980,28065.32,-0.3
2011-01-13,28040,28006.04,0.12
2011-01-14,28325,28268.93,0.2
2011-01-17,28100,28155.03,-0.2
2011-01-18,28020,28113.1,-0.33
2011-01-19,28300,28379.44,-0.28
2011-01-20,28150,28231.85,-0.29
2011-01-21,27625,27718.83,-0.34
2011-01-24,27805,27915.63,-0.4
2011-01-25,27970,27986.68,-0.06
2011-01-26,28275,28345.62,-0.25
2011-01-27,28310,28393.91,-0.3
2011-01-28,28295,28327.17,-0.11
2011-01-31,27775,27793.93,-0.07
2011-02-01,27830,27820.54,0.03
2011-02-07,27920,27971.02,-0.18
2011-02-08,27710,27802.37,-0.33
2011-02-09,27400,27472.29,-0.26
2011-02-10,27170,26937.32,0.86
2011-02-11,26495,26517.92,-0.09
2011-02-14,27025,27098.16,-0.27
2011-02-15,26935,27038.5,-0.38
2011-02-16,26710,26740.8,-0.12
2011-02-17,26595,26601.87,-0.03
2011-02-18,27025,27069.57,-0.16
2011-02-21,26885,26949.7,-0.24
2011-02-22,26450,26511.26,-0.23
2011-02-23,26490,26417.13,0.28
2011-02-24,26270,26252.21,0.07
2011-02-25,26400,26418.04,-0.07
2011-02-28,26110,26119.35,-0.04
2011-03-02,25975,25983.92,-0.03
2011-03-03,26490,26548.58,-0.22
2011-03-04,27035,27045.62,-0.04
2011-03-07,26545,26650.2,-0.39
2011-03-08,26835,26843.96,-0.03
2011-03-09,26875,26890.44,-0.06
2011-03-10,26635,26577.28,0.22
2011-03-11,26190,26194.86,-0.02
2011-03-14,26540,26609.89,-0.26
2011-03-15,25895,25964.81,-0.27
2011-03-16,26490,26475,0.06
2011-03-17,26475,26515.84,-0.15
2011-03-18,26720,26773.13,-0.2
2011-03-21,26955,27025.51,-0.26
2011-03-22,27075,27149.44,-0.27
2011-03-23,27055,27108.17,-0.2
2011-03-24,27405,27445.31,-0.15
2011-03-25,27690,27708.55,-0.07
2011-03-28,27740,27762.24,-0.08
2011-03-29,27950,27982.9,-0.12
2011-03-30,28275,28280.98,-0.02
2011-03-31,28380,28460.08,-0.28
2011-04-01,28615,28652.03,-0.13
2011-04-04,28540,28572.13,-0.11
2011-04-05,28720,28775.16,-0.19
2011-04-06,28655,28712.83,-0.2
2011-04-07,28540,28629.84,-0.31
2011-04-08,28605,28685.43,-0.28
2011-04-11,28535,28635.97,-0.35
2011-04-12,28115,28191.6,-0.27
2011-04-13,28595,28655.49,-0.21
2011-04-14,28850,28915.88,-0.23
2011-04-15,28825,28878.92,-0.19
2011-04-18,28720,28822.15,-0.35
2011-04-19,28520,28649.52,-0.45
2011-04-20,29220,29340.62,-0.41
2011-04-21,29700,29750.52,-0.17
2011-04-22,29685,29717.53,-0.11
2011-04-25,29860,29915.84,-0.19
2011-04-26,29730,29782.39,-0.18
2011-04-27,29770,29424.16,1.18
2011-04-28,29360,29447.1,-0.3
2011-04-29,29195,29256.23,-0.21
2011-05-02,29735,29760.76,-0.09
2011-05-03,29315,29377.91,-0.21
2011-05-04,28990,29057.62,-0.23
2011-05-06,28530,28563.78,-0.12
2011-05-09,28370,28471.48,-0.36
2011-05-11,28705,28857.77,-0.53
2011-05-12,28200,28225.89,-0.09
2011-05-13,28155,28189,-0.12
2011-05-16,27910,27957.4,-0.17
2011-05-17,27880,27955.93,-0.27
2011-05-18,28350,28430.18,-0.28
2011-05-19,27825,27888.38,-0.23
2011-05-20,28025,28104.06,-0.28
2011-05-23,27365,27345.86,0.07
2011-05-24,27380,27416.79,-0.13
2011-05-25,27065,27094.46,-0.11
2011-05-26,27900,27876.63,0.08
2011-05-27,27990,27976.2,0.05
2011-05-30,27840,27879.14,-0.14
2011-05-31,28555,28532.23,0.08
2011-06-01,28520,28528.81,-0.03
2011-06-02,28105,28128.34,-0.08
2011-06-03,28100,28117.91,-0.06
2011-06-07,27950,27913.64,0.13
2011-06-08,27650,27669.55,-0.07
2011-06-09,27470,27477.52,-0.03
2011-06-10,27100,27132.29,-0.12
2011-06-13,27175,27203.11,-0.1
2011-06-14,27575,27597.4,-0.08
2011-06-15,27695,27686.99,0.03
2011-06-16,27085,27119.11,-0.13
2011-06-17,26845,26844.59,0
2011-06-20,26670,26664.68,0.02
2011-06-21,27075,27093.16,-0.07
2011-06-22,27310,27295.9,0.05
2011-06-23,27100,27155.38,-0.2
2011-06-24,27630,27653.25,-0.08
2011-06-27,27300,27363.66,-0.23
2011-06-28,27255,27256.58,-0.01
2011-06-29,27665,27710.34,-0.16
2011-06-30,27745,27767.93,-0.08
2011-07-01,28075,28130.59,-0.2
2011-07-04,28430,28434.22,-0.01
2011-07-05,28605,28653.72,-0.17
2011-07-06,28700,28775.96,-0.26
2011-07-07,28860,28865.64,-0.02
2011-07-08,28815,28863.69,-0.17
2011-07-11,28500,28504.28,-0.02
2011-07-12,27900,27839.12,0.22
2011-07-13,28040,28092.19,-0.19
2011-07-14,27965,28067.69,-0.37
2011-07-15,28215,28225.03,-0.04
2011-07-18,27860,27934.29,-0.27
2011-07-19,27880,27918.41,-0.14
2011-07-20,28350,28303.15,0.17
2011-07-21,28185,28184.37,0
2011-07-22,28520,28520.83,0
2011-07-25,28255,28228.6,0.09
2011-07-26,28435,28468.39,-0.12
2011-07-27,28530,28487.95,0.15
2011-07-28,28210,28214.87,-0.02
2011-07-29,27865,27911.92,-0.17
2011-08-01,28415,28439.22,-0.09
2011-08-02,27700,27731,-0.11
2011-08-03,26875,26974,-0.37
2011-08-04,26260,26342,-0.31
2011-08-05,25325,25372.32,-0.19
2011-08-08,24360,24428.33,-0.28
2011-08-09,23460,23542.74,-0.35
2011-08-10,23460,23507.91,-0.2
2011-08-11,23490,23600.42,-0.47
2011-08-12,23200,23213.49,-0.06
2011-08-16,24280,24407.16,-0.52
2011-08-17,24435,24528.47,-0.38
2011-08-18,23940,24016.67,-0.32
2011-08-19,22475,22473.26,0.01
2011-08-22,22070,22080.07,-0.05
2011-08-23,22895,22985.55,-0.39
2011-08-24,22640,22692.4,-0.23
2011-08-25,22810,22878.47,-0.3
2011-08-26,23000,23082.1,-0.36
2011-08-29,23655,23767.25,-0.47
2011-08-30,23905,23940.21,-0.15
2011-08-31,24335,24394.58,-0.24
2011-09-01,24310,24422.04,-0.46
2011-09-02,24065,24201.87,-0.57
2011-09-05,23010,23067.45,-0.25
2011-09-06,22825,22843.99,-0.08
2011-09-07,23750,23797.97,-0.2
2011-09-08,23865,24023.95,-0.66
2011-09-09,23400,23511.21,-0.47
2011-09-14,22700,22682.1,0.08
2011-09-15,23010,23032.12,-0.1
2011-09-16,23885,23921.25,-0.15
2011-09-19,23680,23698.05,-0.08
2011-09-20,23930,23923.4,0.03
2011-09-21,24130,24128.11,0.01
2011-09-22,23285,23370.9,-0.37
2011-09-23,22030,22020.43,0.04
2011-09-26,21545,21583.72,-0.18
2011-09-27,22700,22702.6,-0.01
2011-09-28,22455,22554.53,-0.44
2011-09-29,23100,23217.21,-0.5
2011-09-30,23120,23216.94,-0.42
2011-10-04,22335,22363.75,-0.13
2011-10-05,21910,21895.27,0.07
2011-10-06,22500,22565.14,-0.29
2011-10-07,23150,23203.64,-0.23
2011-10-10,23180,23256.46,-0.33
2011-10-11,23595,23653.44,-0.25
2011-10-12,23775,23844.55,-0.29
2011-10-13,23910,23985.12,-0.31
2011-10-14,24045,24149.08,-0.43
2011-10-17,24415,24536.43,-0.49
2011-10-18,24020,24172.42,-0.63
2011-10-19,24330,24397.47,-0.28
2011-10-20,23655,23729.51,-0.31
2011-10-21,24050,24173.99,-0.51
2011-10-24,24900,25007.34,-0.43
2011-10-25,24835,24899.93,-0.26
2011-10-26,24875,24938.97,-0.26
2011-10-27,25300,25311.66,-0.05
2011-10-28,25415,25430.05,-0.06
2011-10-31,25210,25170.32,0.16
2011-11-01,25125,25174.08,-0.19
2011-11-02,24935,24991.64,-0.23
2011-11-03,24525,24598.52,-0.3
2011-11-04,25345,25431.84,-0.34
2011-11-07,25195,25276.89,-0.32
2011-11-08,24965,25027.52,-0.25
2011-11-09,25080,25113.46,-0.13
2011-11-10,23870,23785.57,0.35
2011-11-11,24400,24490.72,-0.37
2011-11-14,24920,25027.98,-0.43
2011-11-15,24770,24821.44,-0.21
2011-11-16,24290,24396.59,-0.44
2011-11-17,24645,24660.22,-0.06
2011-11-18,24060,24135.42,-0.31
2011-11-21,23790,23858.92,-0.29
2011-11-22,23920,23979.82,-0.25
2011-11-23,23355,23353.79,0.01
2011-11-24,23450,23528.7,-0.33
2011-11-25,23280,23297.97,-0.08
2011-11-28,23820,23862.68,-0.18
2011-11-29,24475,24455.68,0.08
2011-11-30,24340,24320.2,0.08
2011-12-01,25330,25357.58,-0.11
2011-12-02,25340,25320.33,0.08
2011-12-05,25415,25423.12,-0.03
2011-12-06,25120,25145.63,-0.1
2011-12-07,25330,25353.38,-0.09
2011-12-08,25240,25225.18,0.06
2011-12-09,24595,24683.15,-0.36
2011-12-12,24990,25051.29,-0.24
2011-12-13,24500,24536.54,-0.15
2011-12-14,24425,24421.56,0.01
2011-12-15,23820,23850.45,-0.13
2011-12-16,24085,24166.83,-0.34
2011-12-19,23355,23357.02,-0.01
2011-12-20,23525,23566.2,-0.17
2011-12-21,24265,24339.42,-0.31
2011-12-22,24270,24327.62,-0.24
2011-12-23,24575,24609.03,-0.14
2011-12-26,24425,24448.67,-0.1
2011-12-27,24195,24261.38,-0.27
2011-12-28,24200,24302.28,-0.42
2011-12-29,24220,24289.89,-0.29
2012-01-02,24270,24352.54,-0.34
2012-01-03,25035,25070.05,-0.14
2012-01-04,24890,24906.06,-0.06
2012-01-05,24845,24837.07,0.03
2012-01-06,24500,24535.24,-0.14
2012-01-09,24185,24273.36,-0.36
2012-01-10,24600,24641.04,-0.17
2012-01-11,24540,24550.85,-0.04
2012-01-12,24720,24815.79,-0.39
2012-01-13,25000,24999.24,0
2012-01-16,24735,24781.42,-0.19
2012-01-17,25230,25257.6,-0.11
2012-01-18,25210,25259.41,-0.2
2012-01-19,25590,25609.1,-0.07
2012-01-20,26100,26142.35,-0.16
2012-01-25,26190,26184.31,0.02
2012-01-26,26215,26225.04,-0.04
2012-01-27,26255,26340.81,-0.33
2012-01-30,25960,25988.93,-0.11
2012-01-31,26100,26159.92,-0.23
2012-02-01,26130,26183.91,-0.21
2012-02-02,26425,26513.14,-0.33
2012-02-03,26295,26326,-0.12
2012-02-06,26330,26365.24,-0.13
2012-02-07,26375,26452.06,-0.29
2012-02-08,26675,26766.41,-0.34
2012-02-09,26790,26925.48,-0.5
2012-02-10,26495,26576.96,-0.31
2012-02-13,26645,26734.68,-0.34
2012-02-14,26620,26693.97,-0.28
2012-02-15,26955,27049.94,-0.35
2012-02-16,26600,26646.71,-0.18
2012-02-17,26960,27041.25,-0.3
2012-02-20,27035,27048.85,-0.05
2012-02-21,27040,27045.91,-0.02
2012-02-22,27040,27123.23,-0.31
2012-02-23,26810,26818.53,-0.03
2012-02-24,26925,26982.66,-0.21
2012-02-27,26570,26583.14,-0.05
2012-02-28,26775,26794.43,-0.07
2012-02-29,27070,27165.65,-0.35
2012-03-02,27105,27191.81,-0.32
2012-03-05,26855,26921.58,-0.25
2012-03-06,26620,26731.91,-0.42
2012-03-07,26400,26483.37,-0.31
2012-03-08,26700,26732.67,-0.12
2012-03-09,26935,27010.91,-0.28
2012-03-12,26780,26818.15,-0.14
2012-03-13,27090,27137.7,-0.18
2012-03-14,27395,27431.34,-0.13
2012-03-15,27390,27420.22,-0.11
2012-03-16,27285,27267.95,0.06
2012-03-19,27410,27472.09,-0.23
2012-03-20,27325,27415.91,-0.33
2012-03-21,27165,27227.69,-0.23
2012-03-22,27185,27249.99,-0.24
2012-03-23,27150,27247.71,-0.36
2012-03-26,27125,27190.04,-0.24
2012-03-27,27420,27528.73,-0.39
2012-03-28,27360,27424.27,-0.23
2012-03-29,27090,27196.55,-0.39
2012-03-30,27025,27136.99,-0.41
2012-04-02,27250,27381.11,-0.48
2012-04-03,27640,27735.05,-0.34
2012-04-04,27345,27319.11,0.09
2012-04-05,27415,27493.07,-0.28
2012-04-06,27380,27490.54,-0.4
2012-04-09,27025,27082.57,-0.21
2012-04-10,26980,27032.75,-0.2
2012-04-12,26855,26889.17,-0.13
2012-04-13,27090,27178.22,-0.32
2012-04-16,26880,26936.72,-0.21
2012-04-17,26800,26815.52,-0.06
2012-04-18,27045,27112.16,-0.25
2012-04-19,27005,27046.79,-0.15
2012-04-20,26640,26668.93,-0.11
2012-04-23,26620,26651.31,-0.12
2012-04-24,26485,26564.65,-0.3
2012-04-25,26490,26570.61,-0.3
2012-04-26,26580,26331.1,0.95
2012-04-27,26440,26531.41,-0.34
2012-04-30,26565,26624.41,-0.22
2012-05-02,26770,26854.38,-0.31
2012-05-03,26720,26797.32,-0.29
2012-05-04,26550,26623.97,-0.28
2012-05-07,26070,26157.25,-0.33
2012-05-08,26245,26295.14,-0.19
2012-05-09,26035,26059.03,-0.09
2012-05-10,25945,25966.62,-0.08
2012-05-11,25495,25572.35,-0.3
2012-05-14,25505,25592.94,-0.34
2012-05-15,25390,25417.36,-0.11
2012-05-16,24560,24567.99,-0.03
2012-05-17,24550,24628.12,-0.32
2012-05-18,23740,23759.14,-0.08
2012-05-21,23985,24039.08,-0.22
2012-05-22,24405,24448.04,-0.18
2012-05-23,24120,24158.85,-0.16
2012-05-24,24205,24235.02,-0.12
2012-05-25,24325,24343.27,-0.08
2012-05-29,24705,24707.95,-0.01
2012-05-30,24555,24647.33,-0.37
2012-05-31,24505,24581.17,-0.31
2012-06-01,24435,24478.81,-0.18
2012-06-04,23825,23810.61,0.06
2012-06-05,24065,24062.72,0.01
2012-06-07,24685,24739.38,-0.22
2012-06-08,24555,24557.4,-0.01
2012-06-11,24980,25013.98,-0.14
2012-06-12,24795,24826.94,-0.13
2012-06-13,24885,24892.02,-0.03
2012-06-14,24965,25039.96,-0.3
2012-06-15,24820,24829.84,-0.04
2012-06-18,25270,25309.4,-0.16
2012-06-19,25280,25303.99,-0.09
2012-06-20,25415,25464.72,-0.2
2012-06-21,25210,25210.63,0
2012-06-22,24515,24573.69,-0.24
2012-06-25,24175,24234.85,-0.25
2012-06-26,24055,24124.52,-0.29
2012-06-27,24075,24144.3,-0.29
2012-06-28,24100,24174.7,-0.31
2012-06-29,24595,24671.96,-0.31
2012-07-02,24560,24627.1,-0.27
2012-07-03,24755,24856.6,-0.41
2012-07-04,24875,24951.47,-0.31
2012-07-05,24835,24948.03,-0.45
2012-07-06,24575,24683.3,-0.44
2012-07-09,24290,24342.58,-0.22
2012-07-10,24190,24260.29,-0.29
2012-07-11,24140,24203.53,-0.26
2012-07-12,23675,23631.01,0.19
2012-07-13,23975,24047.11,-0.3
2012-07-16,24045,24111.68,-0.28
2012-07-17,24105,24192.1,-0.36
2012-07-18,23790,23810.12,-0.08
2012-07-19,24145,24223.18,-0.32
2012-07-20,24175,24217.02,-0.17
2012-07-23,23715,23749.49,-0.15
2012-07-24,23780,23840.46,-0.25
2012-07-25,23490,23525.91,-0.15
2012-07-26,23640,23718.86,-0.33
2012-07-27,24340,24388.65,-0.2
2012-07-30,24555,24624.64,-0.28
2012-07-31,25075,25177.23,-0.41
2012-08-01,25090,25128.57,-0.15
2012-08-02,24940,24956.15,-0.06
2012-08-03,24605,24640.35,-0.14
2012-08-06,25115,25204.62,-0.36
2012-08-07,25165,25198.2,-0.13
