threshold,valid_accuracy,valid_precision,valid_recall,valid_specificity,valid_f1,valid_gmean,tn,fp,fn,tp
0.28360356651533136,0.37256493506493504,0.16017797552836485,0.8888888888888888,0.29439252336448596,0.2714420358152686,0.5115488666693087,315,755,18,144
0.28,0.36688311688311687,0.15969162995594713,0.8950617283950617,0.2869158878504673,0.27102803738317754,0.5067617097645035,307,763,17,145
0.2783292724014833,0.36444805194805197,0.15916575192096596,0.8950617283950617,0.2841121495327103,0.2702702702702703,0.5042795966711164,304,766,17,145
0.8561535529351532,0.8563311688311688,0.42424242424242425,0.25925925925925924,0.9467289719626168,0.3218390804597701,0.4954273427964065,1013,57,120,42
0.85,0.8530844155844156,0.4077669902912621,0.25925925925925924,0.9429906542056075,0.3169811320754717,0.4944482364188895,1009,61,120,42
0.27513198215253015,0.3538961038961039,0.15692640692640691,0.8950617283950617,0.2719626168224299,0.26703499079189685,0.493379498836269,291,779,17,145
0.8799662253989918,0.864448051948052,0.47126436781609193,0.25308641975308643,0.9570093457943926,0.3293172690763052,0.4921443578842963,1024,46,121,41
0.88,0.864448051948052,0.47126436781609193,0.25308641975308643,0.9570093457943926,0.3293172690763052,0.4921443578842963,1024,46,121,41
0.87,0.8612012987012987,0.45054945054945056,0.25308641975308643,0.9532710280373832,0.3241106719367589,0.4911821979065664,1020,50,121,41
0.86,0.8571428571428571,0.4270833333333333,0.25308641975308643,0.9485981308411215,0.3178294573643411,0.48997684100276545,1015,55,121,41
0.27077538346688634,0.3474025974025974,0.15705128205128205,0.9074074074074074,0.2626168224299065,0.2677595628415301,0.48816027079504637,281,789,15,147
0.27,0.3449675324675325,0.15654952076677317,0.9074074074074074,0.25981308411214954,0.2670299727520436,0.4855474405912653,278,792,15,147
0.2618554916411072,0.3409090909090909,0.1571729957805907,0.9197530864197531,0.25327102803738316,0.26846846846846845,0.48264563578062836,271,799,13,149
0.26,0.33766233766233766,0.1565126050420168,0.9197530864197531,0.24953271028037383,0.26750448833034113,0.4790704336974469,267,803,13,149
0.2545186347186524,0.33035714285714285,0.1550468262226847,0.9197530864197531,0.2411214953271028,0.2653606411398041,0.47092700021261136,258,812,13,149
0.89,0.8652597402597403,0.47435897435897434,0.22839506172839505,0.9616822429906542,0.30833333333333335,0.4686613652211497,1029,41,125,37
0.25,0.32305194805194803,0.15432098765432098,0.9259259259259259,0.23177570093457944,0.26455026455026454,0.4632570889851347,248,822,12,150
0.9,0.8660714285714286,0.48,0.2222222222222222,0.9635514018691589,0.3037974683544304,0.4627337611939526,1031,39,126,36
0.24883470442694702,0.3222402597402597,0.15416238437821173,0.9259259259259259,0.2308411214953271,0.2643171806167401,0.4623221594974006,247,823,12,150
0.9011702173241939,0.8652597402597403,0.47297297297297297,0.21604938271604937,0.9635514018691589,0.2966101694915254,0.4562616415928648,1031,39,127,35
0.24199835520914229,0.3125,0.15228426395939088,0.9259259259259259,0.21962616822429906,0.26155187445510025,0.45095184129865495,235,835,12,150
0.24000000000000002,0.31087662337662336,0.1519756838905775,0.9259259259259259,0.2177570093457944,0.26109660574412535,0.44902879696670367,233,837,12,150
0.23633463251390088,0.30194805194805197,0.15030060120240482,0.9259259259259259,0.20747663551401868,0.25862068965517243,0.4383012615157679,222,848,12,150
0.91,0.8685064935064936,0.5,0.19753086419753085,0.9700934579439252,0.2831858407079646,0.4377481000530266,1038,32,130,32
0.9123391539468391,0.8685064935064936,0.5,0.19135802469135801,0.9710280373831776,0.2767857142857143,0.43106148883143225,1039,31,131,31
0.22976594698938868,0.2922077922077922,0.1485148514851485,0.9259259259259259,0.19626168224299065,0.25597269624573377,0.42629072222442393,210,860,12,150
0.23,0.2922077922077922,0.1485148514851485,0.9259259259259259,0.19626168224299065,0.25597269624573377,0.42629072222442393,210,860,12,150
0.2240635020075374,0.2857142857142857,0.1487279843444227,0.9382716049382716,0.18691588785046728,0.25675675675675674,0.4187814108600332,200,870,10,152
0.92,0.8685064935064936,0.5,0.1728395061728395,0.9738317757009346,0.25688073394495414,0.410264065216013,1042,28,134,28
0.22,0.2767857142857143,0.14782608695652175,0.9444444444444444,0.17570093457943925,0.2556390977443609,0.40735705658211957,188,882,9,153
0.22022427756300791,0.2767857142857143,0.14782608695652175,0.9444444444444444,0.17570093457943925,0.2556390977443609,0.40735705658211957,188,882,9,153
0.21292315807509257,0.26866883116883117,0.14708691499522444,0.9506172839506173,0.16542056074766356,0.2547559966914806,0.39654967427490345,177,893,8,154
