stage,C,l1_ratio,valid_accuracy,valid_precision,valid_recall,valid_specificity,valid_f1,valid_gmean,valid_log_loss,valid_roc_auc,valid_pr_auc,tn,fp,fn,tp
refine,33.49654391578276,0.25,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.516906351619926,0.7073727933541019,0.341159836371358,890,180,87,75
refine,38.31186849557287,0.125,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169088638606636,0.7073266412830277,0.3411668440869973,890,180,87,75
refine,33.49654391578276,0.263,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169166163793664,0.7073727933541019,0.3412115970674026,890,180,87,75
refine,38.31186849557287,0.138,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169183603937761,0.7073208722741433,0.3411656351586655,890,180,87,75
refine,43.81942421619436,0.0,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169227861670613,0.7073208722741433,0.3411902781803694,890,180,87,75
refine,33.49654391578276,0.275,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169266279687774,0.7073670243452175,0.34121229435041034,890,180,87,75
refine,38.31186849557287,0.15,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169269011782487,0.7073208722741434,0.3411699891274976,890,180,87,75
refine,43.81942421619436,0.013,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169307694292758,0.7073208722741433,0.34119614422421624,890,180,87,75
refine,38.31186849557287,0.163,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169361367943973,0.707332410291912,0.3411766481488057,890,180,87,75
refine,33.49654391578276,0.288,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169373680493834,0.7073670243452176,0.34122845683080605,890,180,87,75
refine,43.81942421619436,0.025,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169382459161993,0.7073266412830277,0.3412112297851011,890,180,87,75
refine,38.31186849557287,0.175,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169445757974911,0.7073439483096805,0.3414022531092133,890,180,87,75
refine,43.81942421619436,0.038,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169463335626878,0.7073208722741433,0.34140359251196256,890,180,87,75
refine,33.49654391578276,0.3,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169469622378077,0.7073612553363332,0.3414100669712955,890,180,87,75
coarse,31.622776601683793,0.35,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.516949226673724,0.7073727933541017,0.3414187357239702,890,180,87,75
refine,43.81942421619436,0.05,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169538349700057,0.7073208722741433,0.34140359251196256,890,180,87,75
refine,38.31186849557287,0.188,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169538444067074,0.707355486327449,0.3414209371218808,890,180,87,75
refine,43.81942421619436,0.063,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169619363468321,0.7073266412830276,0.34145709113616524,890,180,87,75
refine,38.31186849557287,0.2,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169622831748225,0.7073727933541017,0.3414464905464948,890,180,87,75
refine,43.81942421619436,0.075,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169694133324857,0.7073208722741432,0.3414544998274927,890,180,87,75
refine,38.31186849557287,0.213,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169716907469054,0.7073727933541019,0.34144505005800246,890,180,87,75
refine,43.81942421619436,0.088,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169773680330915,0.7073266412830276,0.3414592961155488,890,180,87,75
refine,38.31186849557287,0.225,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169802470871229,0.7073670243452175,0.341495717864456,890,180,87,75
refine,43.81942421619436,0.1,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169850001325772,0.707338179300796,0.3414705609981083,890,180,87,75
refine,38.31186849557287,0.238,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169893714862192,0.7073670243452175,0.34149014240136705,890,180,87,75
coarse,31.622776601683793,0.4,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169923412972016,0.7073843313718704,0.3414512199771142,890,180,87,75
refine,43.81942421619436,0.113,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169930814666028,0.7073381793007961,0.34148514117546325,890,180,87,75
refine,38.31186849557287,0.25,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5169980886878052,0.7073612553363332,0.34148619647409956,890,180,87,75
