stage,C,l1_ratio,best_cutoff,valid_accuracy,valid_precision,valid_recall,valid_specificity,valid_f1,valid_gmean,valid_log_loss,valid_roc_auc,valid_pr_auc,tn,fp,fn,tp
refine,0.07943282347242817,0.683,0.36846299380893677,0.640422077922078,0.22178217821782178,0.691358024691358,0.6327102803738318,0.335832083958021,0.6613844038387718,0.5100772838658257,0.7126629745009808,0.3307544015809533,677.0,393.0,50.0,112.0
refine,0.1778279410038923,0.817,0.38,0.6858766233766234,0.23776223776223776,0.6296296296296297,0.694392523364486,0.34517766497461927,0.6612186531727348,0.5097859648165153,0.715322487596631,0.3350430299657735,743.0,327.0,60.0,102.0
refine,0.8912509381337455,0.7,0.35000000000000003,0.6525974025974026,0.22520661157024793,0.6728395061728395,0.6495327102803738,0.33746130030959753,0.6610834047441766,0.5096962462447745,0.7128071997230875,0.3406235335548488,695.0,375.0,53.0,109.0
refine,0.5207948328595462,0.783,0.37,0.6753246753246753,0.23318385650224216,0.6419753086419753,0.680373831775701,0.34210526315789475,0.6608957562627626,0.5091876480528784,0.715662859120803,0.34071468331613886,728.0,342.0,58.0,104.0
refine,0.2326305067153626,0.75,0.37,0.6704545454545454,0.23127753303964757,0.6481481481481481,0.6738317757009346,0.3409090909090909,0.660865203792679,0.5084456485062256,0.7176358601592246,0.3359844318440676,721.0,349.0,57.0,105.0
refine,0.4553374104426249,0.567,0.35000000000000003,0.6436688311688312,0.22244488977955912,0.6851851851851852,0.6373831775700934,0.3358547655068079,0.6608521094445309,0.505791060229696,0.7166897427022038,0.3382396031448194,682.0,388.0,51.0,111.0
refine,0.4553374104426249,0.583,0.35000000000000003,0.6436688311688312,0.22244488977955912,0.6851851851851852,0.6373831775700934,0.3358547655068079,0.6608521094445309,0.5059707253902694,0.7166608976577824,0.3384684450730557,682.0,388.0,51.0,111.0
refine,0.1778279410038923,0.833,0.38,0.685064935064935,0.2372093023255814,0.6296296296296297,0.6934579439252336,0.34459459459459457,0.6607735379064217,0.5102100318440116,0.7147282796815507,0.3348561182842614,742.0,328.0,60.0,102.0
refine,0.30432198871077215,0.6,0.38,0.689935064935065,0.23933649289099526,0.6234567901234568,0.7,0.3458904109589041,0.660620733164211,0.5059569613223732,0.7182069920387678,0.3376884682067183,749.0,321.0,61.0,101.0
refine,0.30432198871077215,0.617,0.38,0.689935064935065,0.23933649289099526,0.6234567901234568,0.7,0.3458904109589041,0.660620733164211,0.506177152910746,0.7181723779854621,0.3379756963517875,749.0,321.0,61.0,101.0
refine,0.11885022274370184,0.783,0.38,0.689935064935065,0.23933649289099526,0.6234567901234568,0.7,0.3458904109589041,0.660620733164211,0.5083321605413041,0.7141975308641976,0.33657989241247727,749.0,321.0,61.0,101.0
refine,0.13593563908785256,0.817,0.38,0.689935064935065,0.23933649289099526,0.6234567901234568,0.7,0.3458904109589041,0.660620733164211,0.5089242767647602,0.7137648551978769,0.3358575141667025,749.0,321.0,61.0,101.0
coarse,1.0,0.45,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5073704394499666,0.7129168108918889,0.3390833453209689,694.0,376.0,53.0,109.0
refine,0.8912509381337455,0.517,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5075009305660547,0.7134071766470521,0.3393881509357698,694.0,376.0,53.0,109.0
coarse,1.0,0.5,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5078489936067676,0.7129398869274259,0.3396432024717724,694.0,376.0,53.0,109.0
refine,0.7792317984341941,0.633,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5082848546036746,0.7136725510557287,0.33947130591287084,694.0,376.0,53.0,109.0
refine,0.7792317984341941,0.65,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5085065915419169,0.7136033229491173,0.33954891790348524,694.0,376.0,53.0,109.0
refine,0.7792317984341941,0.7,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5091976268982513,0.7134187146648205,0.34018381735426056,694.0,376.0,53.0,109.0
refine,0.7792317984341941,0.717,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5094467244072822,0.7132687204338295,0.3399270766196971,694.0,376.0,53.0,109.0
refine,0.7792317984341941,0.733,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5096881874228187,0.7131994923272181,0.3399635266899948,694.0,376.0,53.0,109.0
refine,0.8912509381337455,0.717,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.5099329890410238,0.7126802815276335,0.34051324759050405,694.0,376.0,53.0,109.0
refine,0.8912509381337455,0.733,0.35000000000000003,0.6517857142857143,0.22474226804123712,0.6728395061728395,0.6485981308411215,0.3369397217928903,0.6606076339702464,0.510161886658586,0.7126745125187492,0.3403826217034732,694.0,376.0,53.0,109.0
refine,0.07943282347242817,0.717,0.4,0.7232142857142857,0.25745257452574527,0.5864197530864198,0.7439252336448599,0.3578154425612053,0.6604940967402932,0.5101698331106047,0.7108861197646243,0.3315525757933221,796.0,274.0,67.0,95.0
refine,0.07943282347242817,0.733,0.4,0.7232142857142857,0.25745257452574527,0.5864197530864198,0.7439252336448599,0.3578154425612053,0.6604940967402932,0.5102452540842869,0.7096919349255798,0.33131354780881866,796.0,274.0,67.0,95.0
refine,0.06944910713781212,0.667,0.4,0.7232142857142857,0.25745257452574527,0.5864197530864198,0.7439252336448599,0.3578154425612053,0.6604940967402932,0.5117690359966496,0.710707280489212,0.3291045045439919,796.0,274.0,67.0,95.0
refine,0.06944910713781212,0.683,0.4,0.7232142857142857,0.25745257452574527,0.5864197530864198,0.7439252336448599,0.3578154425612053,0.6604940967402932,0.5117935958034324,0.7097207799700012,0.3292535921334919,796.0,274.0,67.0,95.0
refine,0.30432198871077215,0.5,0.3756314483001219,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5048852456243085,0.7184089073497173,0.33643016559253347,741.0,329.0,60.0,102.0
refine,0.30432198871077215,0.517,0.37594874226703445,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5050382642188224,0.7184492904119072,0.3366041176180021,741.0,329.0,60.0,102.0
refine,0.30432198871077215,0.533,0.3757947122125242,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5051957022080797,0.7183281412253375,0.3367755929626255,741.0,329.0,60.0,102.0
refine,0.2326305067153626,0.517,0.37866981559072427,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5054798307606548,0.7194069458866966,0.3355459218327105,741.0,329.0,60.0,102.0
refine,0.2326305067153626,0.533,0.37873752817491474,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5055968362985654,0.7192742586823584,0.33535647779371475,741.0,329.0,60.0,102.0
refine,0.2326305067153626,0.55,0.3781244820395152,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5057342225038602,0.7192800276912426,0.3354944756056489,741.0,329.0,60.0,102.0
refine,0.13593563908785256,0.767,0.37888651143302216,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5079913356097983,0.7158416983962155,0.33611288856341415,741.0,329.0,60.0,102.0
refine,0.13593563908785256,0.783,0.37826434935654824,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5082498498226682,0.7153513326410523,0.33666860140934174,741.0,329.0,60.0,102.0
refine,0.5207948328595462,0.733,0.37560605436530725,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5083453311604402,0.7156340140763818,0.34035006148405594,741.0,329.0,60.0,102.0
coarse,0.1,0.75,0.3796399033322889,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5085325467398103,0.7128879658474674,0.33408448167728994,741.0,329.0,60.0,102.0
refine,0.5207948328595462,0.75,0.3752672865984043,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5086234478517535,0.7155070958809278,0.3402743066345444,741.0,329.0,60.0,102.0
refine,0.5207948328595462,0.767,0.37529520076137063,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5089039326520358,0.7155763239875391,0.34062497643831907,741.0,329.0,60.0,102.0
refine,0.4553374104426249,0.783,0.3753799389222,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5089331238717164,0.716251298026999,0.34097754062805596,741.0,329.0,60.0,102.0
refine,0.09085175756516868,0.733,0.3810383051539592,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5090091219012329,0.71227068189685,0.33302528403163306,741.0,329.0,60.0,102.0
refine,0.5956621435290104,0.75,0.37276899248883566,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5090094665331752,0.7149186569747318,0.3401864840186224,741.0,329.0,60.0,102.0
refine,0.09085175756516868,0.75,0.38029396734370097,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5091255978332021,0.7115207107418945,0.3337572131546117,741.0,329.0,60.0,102.0
refine,0.4553374104426249,0.8,0.375396581436705,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5092642066973142,0.7161993769470405,0.34138870192007365,741.0,329.0,60.0,102.0
refine,0.4553374104426249,0.817,0.3746739922636157,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5096111299609803,0.7161013037960077,0.3416076406543302,741.0,329.0,60.0,102.0
refine,0.15547718420411735,0.833,0.37749600229503494,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5096342912087716,0.7142379139263874,0.3359315010705327,741.0,329.0,60.0,102.0
refine,0.15547718420411735,0.85,0.3777992909370734,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5100977648136248,0.7134014076381678,0.3354080746568278,741.0,329.0,60.0,102.0
refine,0.13593563908785256,0.867,0.37883888238573715,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.51022073171848,0.7120110764970577,0.3359280119796516,741.0,329.0,60.0,102.0
refine,0.4553374104426249,0.85,0.3747170159904704,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5103233759745023,0.7160551517249336,0.3417832019826272,741.0,329.0,60.0,102.0
refine,0.2033917501372292,0.833,0.3758299486150274,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5103283501975094,0.7156340140763817,0.33642597820620457,741.0,329.0,60.0,102.0
coarse,0.1778279410038923,0.85,0.3783677952838974,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5107092222363818,0.7143590631129573,0.3347914976618178,741.0,329.0,60.0,102.0
refine,0.1778279410038923,0.85,0.3783677952838974,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5107092222363818,0.7143590631129573,0.3347914976618178,741.0,329.0,60.0,102.0
refine,0.4553374104426249,0.867,0.37516764988726803,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5107224777126286,0.7159397715472483,0.34212170013193954,741.0,329.0,60.0,102.0
refine,0.2033917501372292,0.85,0.37504796221158415,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5108838881166716,0.715155186338987,0.336207600173954,741.0,329.0,60.0,102.0
refine,0.2033917501372292,0.867,0.3754783636104662,0.6842532467532467,0.23665893271461716,0.6296296296296297,0.6925233644859813,0.3440134907251265,0.6603281225960117,0.5114946678030796,0.7147513557170877,0.3366224395634965,741.0,329.0,60.0,102.0
refine,0.5956621435290104,0.5,0.3508149546819369,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.505757579146779,0.7152474904811353,0.3378538118672698,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.517,0.35102040841647747,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5059415169321029,0.7152474904811353,0.33789507328472956,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.533,0.3513340697426361,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5061201648924272,0.715241721472251,0.3380459305209802,687.0,383.0,52.0,110.0
refine,0.6812920690579612,0.5,0.35052613235924984,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5062163225698831,0.7147052036460135,0.33782524658130986,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.55,0.3514950806671023,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5063270922408846,0.7151321103034498,0.3379987539317168,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.567,0.35140007561095593,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.506529482099717,0.715114803276797,0.33821259013482324,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.583,0.3512549153547265,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5067261669748048,0.7150455751701857,0.3381842058905915,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.6,0.3512160743462494,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5069341151207063,0.7151378793123342,0.33849242075459224,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.617,0.3506449854143018,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5071407503187197,0.7151032652590285,0.33888706044334843,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.633,0.35038897416736,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5073419267587876,0.7152013384100612,0.33910023493559005,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.65,0.35029284655104465,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.507563126581835,0.7149936540902273,0.338926206217691,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.667,0.35000000000000003,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5077836775624701,0.7150109611168802,0.3394580811185352,687.0,383.0,52.0,110.0
refine,0.5207948328595462,0.7,0.3506717208511305,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.507836652140164,0.7156628591208031,0.33998388183422523,687.0,383.0,52.0,110.0
refine,0.11885022274370184,0.75,0.3650297758463997,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5078845822382588,0.7154897888542748,0.3363272675042484,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.683,0.35000000000000003,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5080068406322654,0.7149648090458058,0.3395990702074827,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.7,0.35000000000000003,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5082504523623153,0.714987885081343,0.33984287344788816,687.0,383.0,52.0,110.0
refine,0.5956621435290104,0.733,0.35073631009905304,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5087420365222954,0.7149417330102688,0.34001879410916885,687.0,383.0,52.0,110.0
refine,0.06944910713781212,0.617,0.3711779937913223,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5117716330727192,0.7131187262028384,0.3293318476752885,687.0,383.0,52.0,110.0
refine,0.06944910713781212,0.6,0.37113994074577006,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.5117937220252164,0.7136840890734971,0.32900808850609087,687.0,383.0,52.0,110.0
refine,0.06944910713781212,0.583,0.37117448685196547,0.6469155844155844,0.2231237322515213,0.6790123456790124,0.6420560747663552,0.33587786259541985,0.6602757010405291,0.511824073394684,0.7142552209530404,0.3283806654107142,687.0,383.0,52.0,110.0
coarse,0.31622776601683794,1.0,0.4,0.7167207792207793,0.2532981530343008,0.5925925925925926,0.7355140186915888,0.35489833641404805,0.660197060902762,0.5161340661715669,0.7152763355255568,0.3424017185482004,787.0,283.0,66.0,96.0
refine,0.7792317984341941,0.517,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5069278261254637,0.7138744663666783,0.33788755663279363,693.0,377.0,53.0,109.0
refine,0.7792317984341941,0.533,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5071001516123748,0.7138571593400255,0.3383589055004913,693.0,377.0,53.0,109.0
refine,0.7792317984341941,0.55,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5072881486950394,0.7137994692511825,0.33843769314549,693.0,377.0,53.0,109.0
refine,0.8912509381337455,0.5,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5073266161049699,0.7133552555670936,0.3392298768236028,693.0,377.0,53.0,109.0
coarse,1.0,0.55,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5083695210351091,0.7128533517941616,0.33974417534520257,693.0,377.0,53.0,109.0
coarse,1.0,0.6,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.508917607413414,0.7126975885542864,0.3401549941023675,693.0,377.0,53.0,109.0
coarse,1.0,0.65,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5095056521275317,0.712582208376601,0.34032673126676244,693.0,377.0,53.0,109.0
refine,0.7792317984341941,0.75,0.35000000000000003,0.650974025974026,0.2242798353909465,0.6728395061728395,0.6476635514018692,0.33641975308641975,0.6601315202983274,0.5099525317564132,0.7131187262028382,0.3400569752032448,693.0,377.0,53.0,109.0
refine,0.07943282347242817,0.6,0.39735125781888314,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5101134964255007,0.7156340140763817,0.3305002591048777,795.0,275.0,67.0,95.0
refine,0.07943282347242817,0.75,0.4007141616396573,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5103533802600831,0.7084689050421138,0.3321662472342347,795.0,275.0,67.0,95.0
refine,0.07943282347242817,0.767,0.3998215136808692,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5104783062596514,0.7072343371408791,0.3321723826226123,795.0,275.0,67.0,95.0
refine,0.06944910713781212,0.7,0.39939305466306096,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5118369868432893,0.7084804430598823,0.3312491309841613,795.0,275.0,67.0,95.0
refine,0.06072021956909886,0.533,0.39722159196913776,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5139369940631808,0.7138225452867197,0.3263811990996788,795.0,275.0,67.0,95.0
coarse,0.31622776601683794,0.95,0.40479170480261817,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5139894013623236,0.7159397715472482,0.3413132257045328,795.0,275.0,67.0,95.0
coarse,0.05623413251903491,0.5,0.3963551801420662,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5152503358830738,0.7136494750201914,0.3257433499655165,795.0,275.0,67.0,95.0
coarse,0.05623413251903491,0.4,0.3958058636548206,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5154128195653354,0.7168974270220377,0.32532852202005513,795.0,275.0,67.0,95.0
refine,0.053088444423098846,0.55,0.3973969146022146,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.516274451367772,0.7105284412137994,0.32674773681983693,795.0,275.0,67.0,95.0
refine,0.053088444423098846,0.567,0.39788444176043986,0.7224025974025974,0.25675675675675674,0.5864197530864198,0.7429906542056075,0.35714285714285715,0.660079083129264,0.5162941232527226,0.709547709703473,0.3263895658444149,795.0,275.0,67.0,95.0
refine,0.39810717055349715,0.817,0.37,0.6737012987012987,0.23214285714285715,0.6419753086419753,0.6785046728971963,0.34098360655737703,0.6599873080584202,0.5095342823212649,0.7166839736933195,0.3408242060597158,726.0,344.0,58.0,104.0
refine,0.39810717055349715,0.883,0.37,0.6737012987012987,0.23214285714285715,0.6419753086419753,0.6785046728971963,0.34098360655737703,0.6599873080584202,0.511163551702702,0.7165859005422868,0.34184134903172575,726.0,344.0,58.0,104.0
coarse,0.03162277660168379,1.0,0.38,0.6737012987012987,0.23214285714285715,0.6419753086419753,0.6785046728971963,0.34098360655737703,0.6599873080584202,0.5164441202959645,0.6995961693781009,0.33918367920589515,726.0,344.0,58.0,104.0
refine,0.09085175756516868,0.817,0.3749766646108761,0.6688311688311688,0.23026315789473684,0.6481481481481481,0.6719626168224299,0.33980582524271846,0.6599479719782777,0.50981500133953,0.7079208491981078,0.33406874353521754,719.0,351.0,57.0,105.0
refine,0.3480700588428411,0.85,0.36753268973301284,0.6688311688311688,0.23026315789473684,0.6481481481481481,0.6719626168224299,0.33980582524271846,0.6599479719782777,0.5104816708257311,0.717012807199723,0.340727868444893,719.0,351.0,57.0,105.0
refine,0.3480700588428411,0.867,0.367798601762369,0.6688311688311688,0.23026315789473684,0.6481481481481481,0.6719626168224299,0.33980582524271846,0.6599479719782777,0.5109537571891118,0.7169955001730703,0.3410088946444612,719.0,351.0,57.0,105.0
coarse,0.1,0.9,0.3720024724882521,0.6688311688311688,0.23026315789473684,0.6481481481481481,0.6719626168224299,0.33980582524271846,0.6599479719782777,0.5110989013970663,0.7064612899503865,0.33637401383394294,719.0,351.0,57.0,105.0
refine,0.3480700588428411,0.883,0.36793379335447274,0.6688311688311688,0.23026315789473684,0.6481481481481481,0.6719626168224299,0.33980582524271846,0.6599479719782777,0.5114244766237954,0.7169031960309219,0.34086235198478443,719.0,351.0,57.0,105.0
refine,0.1778279410038923,0.867,0.34183443449823003,0.6185064935064936,0.2158671586715867,0.7222222222222222,0.602803738317757,0.33238636363636365,0.6598168347744042,0.5112646544074521,0.713678320064613,0.3357417988359082,645.0,425.0,45.0,117.0
refine,0.26607250597988097,0.667,0.39,0.7045454545454546,0.24623115577889448,0.6049382716049383,0.719626168224299,0.35,0.6597949760397482,0.5069871152609622,0.7181839160032306,0.3367570089704243,770.0,300.0,64.0,98.0
refine,0.30432198871077215,0.8,0.39,0.7045454545454546,0.24623115577889448,0.6049382716049383,0.719626168224299,0.35,0.6597949760397482,0.5094724825270649,0.717601246105919,0.3404413204975764,770.0,300.0,64.0,98.0
refine,0.26607250597988097,0.867,0.4,0.7159090909090909,0.25263157894736843,0.5925925925925926,0.7345794392523365,0.35424354243542433,0.6597774885306068,0.5112696250885596,0.7160263066805124,0.3379680854500587,786.0,284.0,66.0,96.0
refine,0.3480700588428411,0.65,0.38,0.6883116883116883,0.23820754716981132,0.6234567901234568,0.6981308411214954,0.3447098976109215,0.6597381399402314,0.5065111878919254,0.7177397023191415,0.3390749826469901,747.0,323.0,61.0,101.0
refine,0.3480700588428411,0.667,0.38,0.6883116883116883,0.23820754716981132,0.6234567901234568,0.6981308411214954,0.3447098976109215,0.6597381399402314,0.5067579866233304,0.71783200646129,0.3393059078811719,747.0,323.0,61.0,101.0
refine,0.2326305067153626,0.65,0.38,0.6883116883116883,0.23820754716981132,0.6234567901234568,0.6981308411214954,0.3447098976109215,0.6597381399402314,0.5067973471733168,0.7183858313141802,0.33581949782118936,747.0,323.0,61.0,101.0
refine,0.30432198871077215,0.783,0.38,0.6883116883116883,0.23820754716981132,0.6234567901234568,0.6981308411214954,0.3447098976109215,0.6597381399402314,0.5091045137695672,0.7177512403369102,0.34051144090183055,747.0,323.0,61.0,101.0
coarse,0.1778279410038923,0.1,0.41000000000000003,0.7402597402597403,0.26900584795321636,0.5679012345679012,0.7663551401869159,0.36507936507936506,0.6597075338584565,0.5048256388863546,0.7223491404176762,0.32828892640584734,820.0,250.0,70.0,92.0
refine,0.2326305067153626,0.5,0.3857919935890119,0.6988636363636364,0.24324324324324326,0.6111111111111112,0.7121495327102804,0.34797891036906853,0.6596987890028585,0.505361404496483,0.7194300219222337,0.33557760560521366,762.0,308.0,63.0,99.0
refine,0.2033917501372292,0.55,0.3852457852169938,0.6988636363636364,0.24324324324324326,0.6111111111111112,0.7121495327102804,0.34797891036906853,0.6596987890028585,0.5057866885321048,0.7194877120110765,0.3347595654698951,762.0,308.0,63.0,99.0
refine,0.39810717055349715,0.667,0.38504753912800443,0.6988636363636364,0.24324324324324326,0.6111111111111112,0.7121495327102804,0.34797891036906853,0.6596987890028585,0.5068295114744596,0.7170358832352601,0.33914266642640467,762.0,308.0,63.0,99.0
refine,0.39810717055349715,0.717,0.38420663362630886,0.6988636363636364,0.24324324324324326,0.6111111111111112,0.7121495327102804,0.34797891036906853,0.6596987890028585,0.507604937885557,0.7171743394484827,0.3400117369003725,762.0,308.0,63.0,99.0
refine,0.3480700588428411,0.783,0.38581321586113676,0.6988636363636364,0.24324324324324326,0.6111111111111112,0.7121495327102804,0.34797891036906853,0.6596987890028585,0.5088652855030087,0.717497403946002,0.34045643668467895,762.0,308.0,63.0,99.0
