Date,GARCH_mu_t1,GARCH_sigma_t1,GARCH_VaR_5_t1,GJR_mu_t1,GJR_sigma_t1,GJR_VaR_5_t1,return(%),Risk_Label
2009-05-21,-0.03889100369030648,1.4556970756034797,-2.4125110260921923,-0.08669709961054112,1.3964570129858245,-2.3657129613132364,-1.083099954876269,Low Risk
2009-05-22,-0.0467766840055521,1.6427575458388317,-2.7263780469502046,-0.09507306429612455,1.4776111792332522,-2.507422434925616,-1.5575587460764995,High Risk
2009-05-25,-0.04771639940049988,1.783233216051119,-2.955552345508767,-0.09630534873837855,1.4288327255909932,-2.4283820550508106,-0.2460917290761094,Low Risk
2009-05-26,-0.05495766266577243,1.3878985387979792,-2.3193139547448136,-0.10610584272819362,1.614921374921434,-2.7434777938614383,-2.150987400052436,High Risk
2009-05-27,-0.058562938920808896,1.8228098668013066,-3.0320514157734326,-0.10872770507468331,1.567949235689051,-2.668801431536465,-0.5853363779559736,Low Risk
2009-05-28,-0.04938852498136031,1.478846261225896,-2.4633417468710275,-0.09742089297366867,1.5256191025592194,-2.589588578630589,2.5232925995562487,Low Risk
2009-05-29,-0.0479568687257372,1.894139331783497,-3.1389424418737457,-0.09603603764860136,1.4734251045153928,-2.5023464474754906,0.2857994647370477,Low Risk
2009-06-01,-0.04346825644602913,1.5091867535503471,-2.5062538500487634,-0.0897262731508719,1.4276233878742175,-2.421539424283264,1.223595357369323,Low Risk
2009-06-02,-0.04496082678348941,1.6083910684091702,-2.66876862665275,-0.09068146044760117,1.3818993103869854,-2.3472424418202404,-0.23797929242984356,Low Risk
2009-06-03,-0.04403164698955971,1.540999774797954,-2.557080762633323,-0.09075946279102722,1.3371563943805926,-2.273675257430833,-0.08869874890014919,Low Risk
2009-06-04,-0.05440137070438406,1.3937604622214508,-2.3287753020571533,-0.10305100502402843,1.6409089865990008,-2.783208500208667,-2.5615047557453385,High Risk
2009-06-05,-0.047911473967620744,1.8687492084923003,-3.097965561061666,-0.09828447754910209,1.583640561275563,-2.6849789915405076,1.1428073277463675,Low Risk
2009-06-08,-0.04875609522096192,1.4531134029895751,-2.419523354382332,-0.09799799098454902,1.527468522175972,-2.5921867083465098,-0.05627172263540196,Low Risk
2009-06-09,-0.05627340761571955,1.4429140169524985,-2.4111548295001524,-0.10473215644303388,1.5889790050611774,-2.700106194559154,-1.5656309885805508,High Risk
2009-06-10,-0.040304067080845746,1.6906076585602487,-2.7984140233097117,-0.09219344487419147,1.5526794258694445,-2.628502674906624,3.372811341980484,Low Risk
2009-06-11,-0.04007454949016978,2.095298256752692,-3.4572050302627924,-0.09053096293551176,1.498962694701201,-2.538464083498904,0.2870173736795756,Low Risk
2009-06-12,-0.03655198626605238,1.4305007081924292,-2.368790428205923,-0.08681037585336937,1.4494680342707764,-2.453592572280959,0.692087669945487,Low Risk
2009-06-15,-0.04243876240029367,1.7108041373299927,-2.831914352369909,-0.09201196663205577,1.4625566529028495,-2.480374731348101,-1.1173908719710746,Low Risk
2009-06-16,-0.04548463367581624,1.7007360214866334,-2.818211083093991,-0.096616891432393,1.4598012818500816,-2.480469158773692,-0.9901614729107673,Low Risk
2009-06-17,-0.047273141775587176,1.478255384954942,-2.4565537895166094,-0.09956815629471298,1.4259676633360407,-2.4277445909172872,-0.605587701951924,Low Risk
2009-06-18,-0.053256773348790795,1.5511494089977682,-2.581713670754109,-0.10572888245611776,1.4595313392773226,-2.489110995566346,-1.2792441326761723,High Risk
2009-06-19,-0.05031269897376773,1.5507142072198576,-2.5776285869930256,-0.10285614967795503,1.4123083523777806,-2.4088231262577127,0.6190277894616071,Low Risk
2009-06-22,-0.04437314581434226,1.4010405621372013,-2.3283443607841754,-0.0958215734710023,1.3715150340419917,-2.335684311834725,1.3440378496972358,Low Risk
2009-06-23,-0.05526276557102209,1.5543832180012491,-2.5901296847596718,-0.10597985362635576,1.6886585567269683,-2.8650699070583943,-2.660482265631882,High Risk
2009-06-24,-0.0525214978678835,1.8162617536945465,-3.0137099367446267,-0.10430057783581179,1.6256462434046006,-2.759822220460528,0.43502901287792173,Low Risk
2009-06-25,-0.04515637848388369,1.3629928405209506,-2.268550733263755,-0.09649118689969084,1.5759230335019954,-2.67187337785603,2.136035754940603,Low Risk
2009-06-26,-0.04311978690967842,1.8214714594233048,-3.0137471560433564,-0.09517980537662643,1.5209537535145752,-2.5800984157129125,0.23454423532624408,Low Risk
2009-06-29,-0.04298484727504393,1.4681038309208987,-2.4364193322938923,-0.09588796053244314,1.4709794087062695,-2.498548597787965,-0.26250467502741254,Low Risk
